Attraction,Category,type,Category_Map,Good_Point,Selected_People,Participants
스타필드 코엑스몰,관광,shop_etc,만족도,포장이 정성스러워요,2,"1,892"
스타필드 코엑스몰,관광,shop_etc,매력도,예쁜 소품이 많아요,2,"1,892"
스타필드 코엑스몰,관광,shop_etc,만족도,A/S가 세심해요,1,"1,892"
스타필드 코엑스몰,관광,shop_etc,매력도,신상품이 많아요,1,"1,892"
스토리지북앤필름,관광,shop_etc,매력도,독특한 책이 많아요,109,150
스토리지북앤필름,관광,shop_etc,매력도,책 종류가 다양해요,94,150
스토리지북앤필름,관광,shop_etc,편의,시설이 깔끔해요,46,150
스토리지북앤필름,관광,shop_etc,매력도,카페 같은 분위기에요,23,150
스토리지북앤필름,관광,shop_etc,매력도,신간이 빨리 들어와요,17,150
스토리지북앤필름,관광,shop_etc,매력도,책 읽기 쾌적해요,16,150
스토리지북앤필름,관광,shop_etc,매력도,아늑해요,15,150
스토리지북앤필름,관광,shop_etc,만족도,원하는 책을 찾기 쉬워요,13,150
스토리지북앤필름,관광,shop_etc,매력도,베스트셀러가 많아요,11,150
스토리지북앤필름,관광,shop_etc,편의,인테리어가 멋져요,6,150
스토리지북앤필름,관광,shop_etc,매력도,컨셉이 독특해요,5,150
스토리지북앤필름,관광,shop_etc,편의,매장이 넓어요,1,150
스파레이,관광,theme,편의,시설이 깔끔해요,157,218
스파레이,관광,theme,편의,규모가 커요,126,218
스파레이,관광,theme,편의,휴게공간이 잘 되어있어요,109,218
스파레이,관광,theme,만족도,친절해요,83,218
스파레이,관광,theme,편의,부대시설이 잘 되어있어요,70,218
스파레이,관광,theme,편의,특이한 찜질방이 있어요,61,218
스파레이,관광,theme,매력도,놀거리가 많아요,56,218
스파레이,관광,theme,편의,수면실이 잘 되어있어요,45,218
스파레이,관광,theme,편의,주차하기 편해요,31,218
스파레이,관광,theme,만족도,가격이 합리적이에요,18,218
스파레이,관광,theme,매력도,오래 머무르기 좋아요,5,218
스파레이,관광,theme,편의,노천탕이 잘 되어있어요,4,218
스파레이,관광,theme,편의,탕이 넓어요,3,218
스파레이,관광,theme,편의,먹거리가 풍부해요,3,218
스파레이,관광,theme,만족도,세신사의 실력이 좋아요,3,218
스파레이,관광,theme,편의,탕 종류가 다양해요,2,218
스파레이,관광,theme,편의,관리가 잘 되어있어요,2,218
스파레이,관광,theme,매력도,조용히 쉬기 좋아요,2,218
스파레이,관광,theme,편의,수질 관리가 잘돼요,2,218
승진완구,관광,shop_etc,매력도,상품이 다양해요,1834,"2,133"
승진완구,관광,shop_etc,편의,매장이 넓어요,630,"2,133"
승진완구,관광,shop_etc,만족도,가격이 합리적이에요,572,"2,133"
승진완구,관광,shop_etc,매력도,트렌디한 상품이 많아요,492,"2,133"
승진완구,관광,shop_etc,만족도,친절해요,457,"2,133"
승진완구,관광,shop_etc,매력도,특색 있는 제품이 많아요,440,"2,133"
승진완구,관광,shop_etc,매력도,키덜트족에게 좋아요,321,"2,133"
승진완구,관광,shop_etc,편의,주차하기 편해요,37,"2,133"
승진완구,관광,shop_etc,매력도,신상품이 많아요,18,"2,133"
승진완구,관광,shop_etc,매력도,컨셉이 독특해요,1,"2,133"
신라면세점(서울점),관광,shop_etc,편의,종류가 다양해요,263,518
신라면세점(서울점),관광,shop_etc,만족도,친절해요,215,518
신라면세점(서울점),관광,shop_etc,만족도,품질이 좋아요,184,518
신라면세점(서울점),관광,shop_etc,만족도,가성비가 좋아요,181,518
신라면세점(서울점),관광,shop_etc,만족도,비싼 만큼 가치있어요,107,518
신라면세점(서울점),관광,shop_etc,편의,시설이 깔끔해요,94,518
신라면세점(서울점),관광,shop_etc,편의,주차하기 편해요,90,518
신라면세점(서울점),관광,shop_etc,매력도,특색 있는 제품이 많아요,78,518
신라면세점(서울점),관광,shop_etc,편의,매장이 넓어요,77,518
신라면세점(서울점),관광,shop_etc,매력도,분위기가 편안해요,68,518
신라면세점(서울점),관광,shop_etc,매력도,신상품이 많아요,3,518
신라면세점(서울점),관광,shop_etc,매력도,트렌디해요,3,518
신라면세점(서울점),관광,shop_etc,매력도,고급스러워요,2,518
신라면세점(서울점),관광,shop_etc,만족도,포장이 정성스러워요,2,518
신라면세점(서울점),관광,shop_etc,만족도,추천을 잘해줘요,2,518
신라면세점(서울점),관광,shop_etc,만족도,A/S가 세심해요,1,518
신라면세점(서울점),관광,shop_etc,매력도,선물하기 좋아요,1,518
신문박물관,관광,history,만족도,유익해요,20,28
신문박물관,관광,history,매력도,전시 구성이 알차요,13,28
신문박물관,관광,history,만족도,설명이 잘 되어있어요,9,28
신문박물관,관광,history,매력도,체험 프로그램이 다양해요,7,28
신문박물관,관광,history,매력도,전시 테마가 재밌어요,3,28
신문박물관,관광,history,매력도,아이와 가기 좋아요,3,28
신문박물관,관광,history,편의,주차하기 편해요,1,28
신문박물관,관광,history,매력도,사진이 잘 나와요,1,28
신성종합시장,관광,shop_etc,만족도,친절해요,7,13
신성종합시장,관광,shop_etc,매력도,볼거리가 많아요,6,13
신성종합시장,관광,shop_etc,편의,먹거리가 풍부해요,2,13
신성종합시장,관광,shop_etc,매력도,컨셉이 독특해요,1,13
신성종합시장,관광,shop_etc,매력도,아이와 가기 좋아요,1,13
신세계백화점 (본점),관광,shop_etc,만족도,친절해요,768,"1,228"
신세계백화점 (본점),관광,shop_etc,편의,종류가 다양해요,580,"1,228"
신세계백화점 (본점),관광,shop_etc,만족도,품질이 좋아요,492,"1,228"
신세계백화점 (본점),관광,shop_etc,편의,주차하기 편해요,224,"1,228"
신세계백화점 (본점),관광,shop_etc,편의,시설이 깔끔해요,220,"1,228"
신세계백화점 (본점),관광,shop_etc,만족도,가성비가 좋아요,219,"1,228"
신세계백화점 (본점),관광,shop_etc,편의,매장이 넓어요,204,"1,228"
신세계백화점 (본점),관광,shop_etc,만족도,비싼 만큼 가치있어요,180,"1,228"
신세계백화점 (본점),관광,shop_etc,매력도,특색 있는 제품이 많아요,180,"1,228"
신세계백화점 (본점),관광,shop_etc,매력도,분위기가 편안해요,135,"1,228"
신세계백화점 (본점),관광,shop_etc,매력도,트렌디해요,26,"1,228"
신세계백화점 (본점),관광,shop_etc,매력도,고급스러워요,23,"1,228"
신세계백화점 (본점),관광,shop_etc,매력도,신상품이 많아요,11,"1,228"
신세계백화점 (본점),관광,shop_etc,매력도,선물하기 좋아요,9,"1,228"
신세계백화점 (본점),관광,shop_etc,만족도,추천을 잘해줘요,9,"1,228"
신세계백화점 (본점),관광,shop_etc,만족도,포장이 정성스러워요,5,"1,228"
신세계백화점 (본점),관광,shop_etc,만족도,A/S가 세심해요,2,"1,228"
신세계백화점 (본점),관광,shop_etc,매력도,컨셉이 독특해요,2,"1,228"
신세계백화점 (본점),관광,shop_etc,매력도,아기자기해요,2,"1,228"
신세계백화점 (본점),관광,shop_etc,만족도,설명이 자세해요,2,"1,228"
신세계백화점 (본점),관광,shop_etc,편의,인테리어가 멋져요,2,"1,228"
신세계백화점 (본점),관광,shop_etc,매력도,사진이 잘 나와요,2,"1,228"
신세계백화점 (본점),관광,shop_etc,매력도,예쁜 소품이 많아요,2,"1,228"
신영시장,관광,shop_etc,만족도,친절해요,9,30
신영시장,관광,shop_etc,만족도,품질이 좋아요,9,30
신영시장,관광,shop_etc,만족도,가성비가 좋아요,8,30
신영시장,관광,shop_etc,편의,종류가 다양해요,6,30
신영시장,관광,shop_etc,편의,시설이 깔끔해요,5,30
신영시장,관광,shop_etc,편의,주차하기 편해요,5,30
신영시장,관광,shop_etc,매력도,특색 있는 제품이 많아요,3,30
신영시장,관광,shop_etc,편의,매장이 넓어요,3,30
신영시장,관광,shop_etc,매력도,분위기가 편안해요,2,30
신영시장,관광,shop_etc,매력도,컨셉이 독특해요,1,30
신영시장,관광,shop_etc,편의,편의시설이 잘 되어있어요,1,30
신영시장,관광,shop_etc,만족도,비싼 만큼 가치있어요,1,30
신창시장,관광,shop_etc,만족도,친절해요,47,73
신창시장,관광,shop_etc,만족도,가성비가 좋아요,46,73
신창시장,관광,shop_etc,만족도,품질이 좋아요,12,73
신창시장,관광,shop_etc,편의,종류가 다양해요,11,73
신창시장,관광,shop_etc,편의,시설이 깔끔해요,9,73
신창시장,관광,shop_etc,매력도,분위기가 편안해요,9,73
신창시장,관광,shop_etc,편의,매장이 넓어요,8,73
신창시장,관광,shop_etc,매력도,특색 있는 제품이 많아요,4,73
신창시장,관광,shop_etc,편의,주차하기 편해요,1,73
씨랄라 워터파크,관광,theme,편의,시설이 깔끔해요,816,"1,517"
씨랄라 워터파크,관광,theme,만족도,가격이 합리적이에요,721,"1,517"
씨랄라 워터파크,관광,theme,만족도,안전하게 관리해요,720,"1,517"
씨랄라 워터파크,관광,theme,편의,주차하기 편해요,688,"1,517"
씨랄라 워터파크,관광,theme,편의,수질 관리가 잘돼요,597,"1,517"
씨랄라 워터파크,관광,theme,편의,샤워실이 잘 되어있어요,570,"1,517"
씨랄라 워터파크,관광,theme,만족도,친절해요,447,"1,517"
씨랄라 워터파크,관광,theme,편의,규모가 커요,266,"1,517"
씨랄라 워터파크,관광,theme,편의,부대시설이 잘 되어있어요,254,"1,517"
씨랄라 워터파크,관광,theme,매력도,아이와 가기 좋아요,155,"1,517"
씨랄라 워터파크,관광,theme,매력도,놀이기구가 다양해요,155,"1,517"
씨랄라 워터파크,관광,theme,편의,물이 따뜻해요,48,"1,517"
씨랄라 워터파크,관광,theme,매력도,대기시간이 짧아요,47,"1,517"
씨랄라 워터파크,관광,theme,편의,수심이 다양해요,21,"1,517"
씨랄라 워터파크,관광,theme,매력도,사진이 잘 나와요,8,"1,517"
씨랄라 워터파크,관광,theme,편의,인테리어가 멋져요,4,"1,517"
씨랄라 워터파크,관광,theme,매력도,컨셉이 독특해요,2,"1,517"
씨랄라 워터파크,관광,theme,편의,먹거리가 풍부해요,2,"1,517"
씨랄라 워터파크,관광,theme,매력도,체험 프로그램이 다양해요,2,"1,517"
씨랄라 워터파크,관광,theme,매력도,볼거리가 많아요,1,"1,517"
씨랄라 워터파크,관광,theme,매력도,야외에서 놀기 좋아요,1,"1,517"
씨랄라 워터파크,관광,theme,편의,셔틀버스가 잘 되어있어요,1,"1,517"
아름다운 차박물관,관광,culture,편의,공간이 넓어요,106,230
아름다운 차박물관,관광,culture,매력도,사진이 잘 나와요,85,230
아름다운 차박물관,관광,culture,만족도,유익해요,65,230
아름다운 차박물관,관광,culture,만족도,가격이 합리적이에요,51,230
아름다운 차박물관,관광,culture,매력도,전시 구성이 알차요,42,230
아름다운 차박물관,관광,culture,만족도,설명이 잘 되어있어요,42,230
아름다운 차박물관,관광,culture,매력도,전시 테마가 재밌어요,40,230
아름다운 차박물관,관광,culture,매력도,체험 프로그램이 다양해요,15,230
아름다운 차박물관,관광,culture,매력도,컨셉이 독특해요,13,230
아름다운 차박물관,관광,culture,매력도,아이와 가기 좋아요,9,230
아름다운 차박물관,관광,culture,편의,화장실이 깨끗해요,8,230
아름다운 차박물관,관광,culture,편의,주차하기 편해요,7,230
아름다운 차박물관,관광,culture,매력도,뷰가 좋아요,4,230
아름다운 차박물관,관광,culture,만족도,반려동물과 가기 좋아요,1,230
아모레 성수,관광,experience / shop_etc,편의,종류가 다양해요,226,332
아모레 성수,관광,experience / shop_etc,만족도,친절해요,225,332
아모레 성수,관광,experience / shop_etc,매력도,특색 있는 제품이 많아요,157,332
아모레 성수,관광,experience / shop_etc,편의,시설이 깔끔해요,131,332
아모레 성수,관광,experience / shop_etc,편의,매장이 넓어요,129,332
아모레 성수,관광,experience / shop_etc,매력도,분위기가 편안해요,124,332
아모레 성수,관광,experience / shop_etc,만족도,품질이 좋아요,118,332
아모레 성수,관광,experience / shop_etc,만족도,비싼 만큼 가치있어요,88,332
아모레 성수,관광,experience / shop_etc,만족도,가성비가 좋아요,50,332
아모레 성수,관광,experience / shop_etc,매력도,트렌디해요,21,332
아모레 성수,관광,experience / shop_etc,매력도,선물하기 좋아요,13,332
아모레 성수,관광,experience / shop_etc,매력도,고급스러워요,9,332
아모레 성수,관광,experience / shop_etc,매력도,컨셉이 독특해요,7,332
아모레 성수,관광,experience / shop_etc,매력도,아기자기해요,4,332
아모레 성수,관광,experience / shop_etc,편의,인테리어가 멋져요,4,332
아모레 성수,관광,experience / shop_etc,매력도,사진이 잘 나와요,4,332
아모레 성수,관광,experience / shop_etc,매력도,예쁜 소품이 많아요,4,332
아모레 성수,관광,experience / shop_etc,매력도,신상품이 많아요,4,332
아모레 성수,관광,experience / shop_etc,만족도,추천을 잘해줘요,4,332
아모레 성수,관광,experience / shop_etc,만족도,주문제작을 잘해줘요,3,332
아모레 성수,관광,experience / shop_etc,만족도,A/S가 세심해요,1,332
아모레 성수,관광,experience / shop_etc,매력도,독특한 디자인이 많아요,1,332
아모레 성수,관광,experience / shop_etc,만족도,포장이 정성스러워요,1,332
아모레 성수,관광,experience / shop_etc,편의,주차하기 편해요,1,332
아시아공원,관광,nature,편의,산책로가 잘 되어있어요,12,39
아시아공원,관광,nature,만족도,가격이 합리적이에요,11,39
아시아공원,관광,nature,편의,관리가 잘 되어있어요,8,39
아시아공원,관광,nature,매력도,뷰가 좋아요,7,39
아시아공원,관광,nature,편의,먹거리가 풍부해요,6,39
아시아공원,관광,nature,편의,편의시설이 잘 되어있어요,4,39
아시아공원,관광,nature,편의,주차하기 편해요,4,39
아시아공원,관광,nature,매력도,볼거리가 많아요,3,39
아시아공원,관광,nature,매력도,사진이 잘 나와요,3,39
아시아공원,관광,nature,매력도,붐비지 않아요,3,39
아시아공원,관광,nature,매력도,체험 프로그램이 다양해요,2,39
아시아공원,관광,nature,매력도,조용히 쉬기 좋아요,1,39
아시아공원,관광,nature,편의,근처에 갈 곳이 많아요,1,39
아시아공원,관광,nature,매력도,자연 경관이 좋아요,1,39
아이파크몰 용산점,관광,shop_etc,편의,종류가 다양해요,2545,"5,539"
아이파크몰 용산점,관광,shop_etc,만족도,친절해요,1852,"5,539"
아이파크몰 용산점,관광,shop_etc,만족도,가성비가 좋아요,1784,"5,539"
아이파크몰 용산점,관광,shop_etc,만족도,품질이 좋아요,1333,"5,539"
아이파크몰 용산점,관광,shop_etc,편의,매장이 넓어요,1307,"5,539"
아이파크몰 용산점,관광,shop_etc,매력도,특색 있는 제품이 많아요,941,"5,539"
아이파크몰 용산점,관광,shop_etc,편의,시설이 깔끔해요,867,"5,539"
아이파크몰 용산점,관광,shop_etc,편의,주차하기 편해요,865,"5,539"
아이파크몰 용산점,관광,shop_etc,매력도,분위기가 편안해요,538,"5,539"
아이파크몰 용산점,관광,shop_etc,만족도,비싼 만큼 가치있어요,314,"5,539"
아이파크몰 용산점,관광,shop_etc,매력도,트렌디해요,94,"5,539"
아이파크몰 용산점,관광,shop_etc,매력도,아기자기해요,43,"5,539"
아이파크몰 용산점,관광,shop_etc,매력도,예쁜 소품이 많아요,26,"5,539"
아이파크몰 용산점,관광,shop_etc,매력도,신상품이 많아요,22,"5,539"
아이파크몰 용산점,관광,shop_etc,매력도,선물하기 좋아요,21,"5,539"
아이파크몰 용산점,관광,shop_etc,매력도,고급스러워요,16,"5,539"
아이파크몰 용산점,관광,shop_etc,만족도,포장이 정성스러워요,15,"5,539"
아이파크몰 용산점,관광,shop_etc,만족도,추천을 잘해줘요,14,"5,539"
아이파크몰 용산점,관광,shop_etc,매력도,독특한 디자인이 많아요,12,"5,539"
아이파크몰 용산점,관광,shop_etc,매력도,컨셉이 독특해요,11,"5,539"
아이파크몰 용산점,관광,shop_etc,매력도,사이즈가 다양해요,9,"5,539"
아이파크몰 용산점,관광,shop_etc,편의,인테리어가 멋져요,7,"5,539"
아이파크몰 용산점,관광,shop_etc,만족도,설명이 자세해요,5,"5,539"
아이파크몰 용산점,관광,shop_etc,매력도,사진이 잘 나와요,4,"5,539"
아이파크몰 용산점,관광,shop_etc,만족도,A/S가 세심해요,2,"5,539"
아이파크몰 용산점,관광,shop_etc,만족도,주문제작을 잘해줘요,2,"5,539"
아차산 어울림정원,관광,nature,편의,산책로가 잘 되어있어요,15,20
아차산 어울림정원,관광,nature,매력도,뷰가 좋아요,8,20
아차산 어울림정원,관광,nature,매력도,볼거리가 많아요,5,20
아차산 어울림정원,관광,nature,편의,편의시설이 잘 되어있어요,4,20
아차산 어울림정원,관광,nature,매력도,피크닉하기 좋아요,4,20
아차산 어울림정원,관광,nature,매력도,사진이 잘 나와요,3,20
아차산 어울림정원,관광,nature,편의,화장실이 깨끗해요,2,20
아차산 어울림정원,관광,nature,만족도,가격이 합리적이에요,1,20
아차산 어울림정원,관광,nature,편의,대중교통이 편해요,1,20
아쿠아플라넷 63,관광,theme,매력도,공연이 재밌어요,2717,"6,386"
아쿠아플라넷 63,관광,theme,매력도,볼거리가 많아요,2687,"6,386"
아쿠아플라넷 63,관광,theme,편의,관리가 잘 되어있어요,2604,"6,386"
아쿠아플라넷 63,관광,theme,편의,주차하기 편해요,2512,"6,386"
아쿠아플라넷 63,관광,theme,매력도,사진이 잘 나와요,1383,"6,386"
아쿠아플라넷 63,관광,theme,만족도,가격이 합리적이에요,1225,"6,386"
아쿠아플라넷 63,관광,theme,편의,규모가 커요,1159,"6,386"
아쿠아플라넷 63,관광,theme,만족도,설명이 잘 되어있어요,698,"6,386"
아쿠아플라넷 63,관광,theme,매력도,체험 프로그램이 다양해요,671,"6,386"
아쿠아플라넷 63,관광,theme,매력도,뷰가 좋아요,217,"6,386"
아쿠아플라넷 63,관광,theme,편의,화장실이 깨끗해요,211,"6,386"
아쿠아플라넷 63,관광,theme,편의,인테리어가 멋져요,45,"6,386"
아쿠아플라넷 63,관광,theme,매력도,컨셉이 독특해요,15,"6,386"
아쿠아플라넷 63,관광,theme,매력도,피크닉하기 좋아요,13,"6,386"
아쿠아플라넷 63,관광,theme,편의,먹거리가 풍부해요,12,"6,386"
아쿠아플라넷 63,관광,theme,편의,야외 공간이 멋져요,6,"6,386"
아쿠아플라넷 63,관광,theme,만족도,반려동물과 가기 좋아요,2,"6,386"
아트박스 (영등포점),관광,shop_etc,편의,종류가 다양해요,676,"1,135"
아트박스 (영등포점),관광,shop_etc,매력도,특색 있는 제품이 많아요,370,"1,135"
아트박스 (영등포점),관광,shop_etc,만족도,가성비가 좋아요,258,"1,135"
아트박스 (영등포점),관광,shop_etc,만족도,친절해요,241,"1,135"
아트박스 (영등포점),관광,shop_etc,만족도,품질이 좋아요,133,"1,135"
아트박스 (영등포점),관광,shop_etc,편의,시설이 깔끔해요,130,"1,135"
아트박스 (영등포점),관광,shop_etc,편의,매장이 넓어요,102,"1,135"
아트박스 (영등포점),관광,shop_etc,매력도,분위기가 편안해요,93,"1,135"
아트박스 (영등포점),관광,shop_etc,편의,주차하기 편해요,75,"1,135"
아트박스 (영등포점),관광,shop_etc,만족도,비싼 만큼 가치있어요,37,"1,135"
아트박스 (영등포점),관광,shop_etc,매력도,아기자기해요,19,"1,135"
아트박스 (영등포점),관광,shop_etc,매력도,예쁜 소품이 많아요,10,"1,135"
아트박스 (영등포점),관광,shop_etc,매력도,트렌디해요,10,"1,135"
아트박스 (영등포점),관광,shop_etc,매력도,독특한 디자인이 많아요,3,"1,135"
아트박스 (영등포점),관광,shop_etc,매력도,선물하기 좋아요,1,"1,135"
아트박스 (영등포점),관광,shop_etc,매력도,신상품이 많아요,1,"1,135"
아트박스 (영등포점),관광,shop_etc,매력도,사이즈가 다양해요,1,"1,135"
암사선사유적박물관,관광,history,매력도,붐비지 않아요,66,178
암사선사유적박물관,관광,history,매력도,아이와 가기 좋아요,65,178
암사선사유적박물관,관광,history,매력도,볼거리가 많아요,58,178
암사선사유적박물관,관광,history,매력도,사진이 잘 나와요,57,178
암사선사유적박물관,관광,history,편의,주차하기 편해요,50,178
암사선사유적박물관,관광,history,만족도,가격이 합리적이에요,49,178
암사선사유적박물관,관광,history,매력도,체험 프로그램이 다양해요,49,178
암사선사유적박물관,관광,history,편의,산책로가 잘 되어있어요,41,178
암사선사유적박물관,관광,history,편의,관리가 잘 되어있어요,29,178
암사선사유적박물관,관광,history,만족도,설명이 잘 되어있어요,11,178
암사선사유적박물관,관광,history,편의,규모가 커요,2,178
암사선사유적박물관,관광,history,매력도,경관이 독특해요,2,178
암사선사유적박물관,관광,history,만족도,반려동물과 가기 좋아요,1,178
암사선사유적박물관,관광,history,매력도,뷰가 좋아요,1,178
암사종합시장,관광,shop_etc,만족도,친절해요,14,35
암사종합시장,관광,shop_etc,매력도,볼거리가 많아요,8,35
암사종합시장,관광,shop_etc,만족도,가성비가 좋아요,8,35
암사종합시장,관광,shop_etc,편의,먹거리가 풍부해요,6,35
암사종합시장,관광,shop_etc,편의,종류가 다양해요,6,35
암사종합시장,관광,shop_etc,편의,시설이 깔끔해요,3,35
암사종합시장,관광,shop_etc,만족도,품질이 좋아요,3,35
암사종합시장,관광,shop_etc,매력도,특색 있는 제품이 많아요,2,35
암사종합시장,관광,shop_etc,편의,매장이 넓어요,2,35
암사종합시장,관광,shop_etc,편의,편의시설이 잘 되어있어요,1,35
약령시장,관광,shop_etc,매력도,뷰가 좋아요,8,19
약령시장,관광,shop_etc,매력도,볼거리가 많아요,7,19
약령시장,관광,shop_etc,편의,관리가 잘 되어있어요,5,19
약령시장,관광,shop_etc,편의,산책로가 잘 되어있어요,4,19
약령시장,관광,shop_etc,매력도,사진이 잘 나와요,3,19
약령시장,관광,shop_etc,편의,주차하기 편해요,2,19
약령시장,관광,shop_etc,만족도,가격이 합리적이에요,2,19
약령시장,관광,shop_etc,편의,먹거리가 풍부해요,1,19
약령시장,관광,shop_etc,매력도,체험 프로그램이 다양해요,1,19
양재근린공원,관광,nature,매력도,뷰가 좋아요,6,20
양재근린공원,관광,nature,편의,관리가 잘 되어있어요,5,20
양재근린공원,관광,nature,편의,주차하기 편해요,4,20
양재근린공원,관광,nature,만족도,가격이 합리적이에요,4,20
양재근린공원,관광,nature,편의,산책로가 잘 되어있어요,3,20
양재근린공원,관광,nature,편의,먹거리가 풍부해요,2,20
양재근린공원,관광,nature,매력도,방문객이 많아요,1,20
양재근린공원,관광,nature,매력도,아이와 가기 좋아요,1,20
양재근린공원,관광,nature,만족도,친절해요,1,20
양재근린공원,관광,nature,만족도,반려동물과 가기 좋아요,1,20
양재근린공원,관광,nature,매력도,사진이 잘 나와요,1,20
양재근린공원,관광,nature,편의,화장실이 깨끗해요,1,20
양재근린공원,관광,nature,매력도,붐비지 않아요,1,20
양재근린공원,관광,nature,만족도,유익해요,1,20
양재꽃시장,관광,shop_etc,만족도,친절해요,8,10
양재꽃시장,관광,shop_etc,만족도,가성비가 좋아요,3,10
양재꽃시장,관광,shop_etc,만족도,품질이 좋아요,2,10
양재꽃시장,관광,shop_etc,매력도,분위기가 편안해요,1,10
양재꽃시장,관광,shop_etc,매력도,특색 있는 제품이 많아요,1,10
양재꽃시장,관광,shop_etc,편의,종류가 다양해요,1,10
양천공원,관광,nature,편의,산책로가 잘 되어있어요,23,19
양천공원,관광,nature,편의,관리가 잘 되어있어요,12,19
양천공원,관광,nature,매력도,뷰가 좋아요,10,19
양천공원,관광,nature,매력도,방문객이 많아요,6,19
양천공원,관광,nature,편의,편의시설이 잘 되어있어요,4,19
양천공원,관광,nature,매력도,사진이 잘 나와요,4,19
양천공원,관광,nature,매력도,볼거리가 많아요,3,19
양천공원,관광,nature,편의,주차하기 편해요,3,19
양천공원,관광,nature,매력도,조용히 쉬기 좋아요,2,19
양천공원,관광,nature,매력도,자연 경관이 좋아요,2,19
양천공원,관광,nature,매력도,붐비지 않아요,2,19
양천공원,관광,nature,매력도,아이와 가기 좋아요,1,19
양천공원,관광,nature,만족도,반려동물과 가기 좋아요,1,19
양천공원,관광,nature,매력도,피크닉하기 좋아요,1,19
양화한강공원,관광,nature,매력도,뷰가 좋아요,47,61
양화한강공원,관광,nature,편의,산책로가 잘 되어있어요,36,61
양화한강공원,관광,nature,편의,관리가 잘 되어있어요,17,61
양화한강공원,관광,nature,매력도,사진이 잘 나와요,14,61
양화한강공원,관광,nature,매력도,볼거리가 많아요,10,61
양화한강공원,관광,nature,매력도,붐비지 않아요,10,61
양화한강공원,관광,nature,편의,주차하기 편해요,9,61
양화한강공원,관광,nature,매력도,방문객이 많아요,8,61
양화한강공원,관광,nature,매력도,자연 경관이 좋아요,8,61
양화한강공원,관광,nature,만족도,반려동물과 가기 좋아요,6,61
양화한강공원,관광,nature,편의,편의시설이 잘 되어있어요,4,61
양화한강공원,관광,nature,매력도,조용히 쉬기 좋아요,3,61
양화한강공원,관광,nature,매력도,피크닉하기 좋아요,3,61
양화한강공원,관광,nature,편의,먹거리가 풍부해요,2,61
양화한강공원,관광,nature,만족도,친절해요,1,61
양화한강공원,관광,nature,편의,근처에 갈 곳이 많아요,1,61
양화한강공원,관광,nature,편의,대중교통이 편해요,1,61
양화한강공원,관광,nature,편의,규모가 커요,1,61
에프마켓남부낚시,관광,shop_etc,편의,종류가 다양해요,75,98
에프마켓남부낚시,관광,shop_etc,만족도,친절해요,54,98
에프마켓남부낚시,관광,shop_etc,편의,매장이 넓어요,44,98
에프마켓남부낚시,관광,shop_etc,편의,시설이 깔끔해요,36,98
에프마켓남부낚시,관광,shop_etc,만족도,가성비가 좋아요,34,98
에프마켓남부낚시,관광,shop_etc,편의,주차하기 편해요,26,98
에프마켓남부낚시,관광,shop_etc,만족도,품질이 좋아요,23,98
에프마켓남부낚시,관광,shop_etc,매력도,특색 있는 제품이 많아요,17,98
에프마켓남부낚시,관광,shop_etc,매력도,분위기가 편안해요,5,98
에프마켓남부낚시,관광,shop_etc,만족도,비싼 만큼 가치있어요,5,98
엔터식스 왕십리역점,관광,shop_etc,편의,종류가 다양해요,1801,"2,947"
엔터식스 왕십리역점,관광,shop_etc,만족도,가성비가 좋아요,1752,"2,947"
엔터식스 왕십리역점,관광,shop_etc,만족도,친절해요,1333,"2,947"
엔터식스 왕십리역점,관광,shop_etc,만족도,품질이 좋아요,1021,"2,947"
엔터식스 왕십리역점,관광,shop_etc,편의,매장이 넓어요,619,"2,947"
엔터식스 왕십리역점,관광,shop_etc,편의,주차하기 편해요,555,"2,947"
엔터식스 왕십리역점,관광,shop_etc,편의,시설이 깔끔해요,467,"2,947"
엔터식스 왕십리역점,관광,shop_etc,매력도,특색 있는 제품이 많아요,446,"2,947"
엔터식스 왕십리역점,관광,shop_etc,매력도,분위기가 편안해요,380,"2,947"
엔터식스 왕십리역점,관광,shop_etc,만족도,비싼 만큼 가치있어요,169,"2,947"
엔터식스 왕십리역점,관광,shop_etc,매력도,트렌디해요,21,"2,947"
엔터식스 왕십리역점,관광,shop_etc,만족도,추천을 잘해줘요,16,"2,947"
엔터식스 왕십리역점,관광,shop_etc,매력도,사이즈가 다양해요,6,"2,947"
엔터식스 왕십리역점,관광,shop_etc,매력도,고급스러워요,4,"2,947"
엔터식스 왕십리역점,관광,shop_etc,매력도,컨셉이 독특해요,3,"2,947"
엔터식스 왕십리역점,관광,shop_etc,매력도,아기자기해요,3,"2,947"
엔터식스 왕십리역점,관광,shop_etc,만족도,설명이 자세해요,3,"2,947"
엔터식스 왕십리역점,관광,shop_etc,매력도,선물하기 좋아요,3,"2,947"
엔터식스 왕십리역점,관광,shop_etc,매력도,신상품이 많아요,3,"2,947"
엔터식스 왕십리역점,관광,shop_etc,매력도,예쁜 소품이 많아요,2,"2,947"
엘크레,관광,experience,만족도,스타일 추천을 잘해줘요,497,808
엘크레,관광,experience,만족도,시술이 꼼꼼해요,457,808
엘크레,관광,experience,만족도,친절해요,442,808
엘크레,관광,experience,만족도,원하는 스타일로 잘해줘요,438,808
엘크레,관광,experience,만족도,자연스러워요,370,808
엘크레,관광,experience,만족도,상담이 자세해요,267,808
엘크레,관광,experience,만족도,손이 빨라요,242,808
