Unnamed: 0,Attraction,Gu,Tag
16359,마쯔야,서울 중구,#서울중구맛집#식품의약품안전처_음식점위생등급_매우우수(2017년)#음식#음식점위생등급#일본우동#초밥
16382,춘천집닭갈비막국수,서울 서대문구,#낙지닭갈비#맛집#원조닭갈비#음식#쟁반국수#치즈닭갈비
16404,또순이원조순대,서울 관악구,#관악구#관악구맛집#맛집#백순대#서울맛집추천#서울특별시#순대#순대곱창볶음#음식
16427,타지펠리스,서울 용산구,#맛집#음식
16448,우리집떡볶이,서울 중구,#맛집#음식
16474,비하인드(B-hind),서울 마포구,#그린_카푸치노#마포구#마포구맛집#마포구카페#맛집#샌드위치#샌드위치#아포카토_알카페#와인#음식#카페#카페라떼
16487,미니네,서울 중구,#맛집#음식
16508,파툼(FATUM),서울 종로구,#맛집#음식
16530,노천파전,서울 동대문구,#노천파전#맛집#석굴#음식#참알탕#한치회무침
16549,비타포,서울 성북구,#맛집#음식
16570,일미간장게장본점,서울 동대문구,#간장게장맛집#동대문간장게장#동대문구맛집#음식#일미간장게장#한춘상일미간장게장
16609,홍루몽,서울 서초구,#맛집#삼선짬뽕_각종_중화요리담백한_맛#음식#찹쌀탕수육#크림중새우
16625,뿌자,서울 종로구,#맛집#음식
16643,타마린드,서울 서초구,#베트남요리#서초맛집#소고기_쌀국수#식품의약품안전처_음식점위생등급_매우우수(2017년)#월남쌈#월남쌈#음식#음식점위생등급#이국적인#파스타
16667,중앙갈치식당,서울 중구,#맛집#음식
16692,홍어명가,서울 영등포구,#맛집#생선요리#서울맛집#서울홍어회#음식#해물요리
16703,마포유가궁중족발,서울 마포구,#맛집#서울맛집#음식#족발
16724,밀화,서울 서초구,#샤부샤부#서초맛집#식품의약품안전처_음식점위생등급_매우우수(2017년)#음식#음식점위생등급
16747,아르모니움,서울 용산구,#단호박_라비올리#레스토랑#맛집#연인과함께#음식#이베리코_스테이크#이탈리아요리#이탈리아음식#트러플_에그#한남동맛집
16774,초롱이고모부대찌개,서울 강동구,#강동구#맛집#부대전골#부대전골#부대찌개#음식#햄찜
16792,파크 하얏트 서울 코너스톤,서울 강남구,#맛집#음식
16824,손가네곰국수,서울 성북구,#맛집#음식
16847,메종 한남,서울 용산구,#메종한남#뷰맛집#음식#한강뷰레스토랑#한남동데이트#한남동스테이크
16871,우성갈비,서울 중구,#고기요리#껍데기#돼지갈비#돼지갈비#맛집#분위기_좋은#육류#음식
16893,챠크라,서울 용산구,#맛집#음식
16911,백마김씨네 도곡본점,서울 강남구,#도곡동숯불갈비#백마김씨네#백마김씨네 도곡본점#음식
16935,스카이 라운지,서울 강남구,#로씨니#맛집#비발디#서프_앤_터프#음식
16967,누리,서울 종로구,#맛집#음식
16987,서일순대국,서울 동작구,#대방동순댓국#대방천사거리순댓국밥#서일순대국#수요미식회순댓국#순댓국#순댓국맛집#야채순대#음식
17010,알디프 티 바,서울 마포구,#서울카페#음식#티카페
17042,레스피레,서울 마포구,#데이트코스#슈페너#연인과함께#유럽풍#음식#카페#커피
17087,도원스타일,서울 강남구,#강남맛집#식품의약품안전처_음식점위생등급_매우우수(2017년)#음식#음식점위생등급#중식코스요리
17107,비비브라운,서울 강남구,#강남24시카페#강남수제샌드위치#비비브라운#음식#청담동24시카페#청담동수제샌드위치#청담동카페
17128,이끼롤까스 가로수길,서울 강남구,#고구마치즈돈까스#날치알치즈롤까스#돈까스#맛집#버섯치즈롤까스#음식#치킨치즈롤까스
17153,1940금문,서울 종로구,#1940금문#금문#대학로노포맛집#대학로자장면#맛있는녀석들시청자추천맛집#맛있는녀석들자장면#음식#혜화동자장면
17175,코끼리베이글,서울 영등포구,#베이글맛집#베이글맛집#서울3대베이글#양평동베이글맛집#영등포코끼리베이글#음식#코끼리베이글#코끼리베이글
17204,알페도,서울 용산구,#MZ세대#디저트맛집#알페도#음식#카이막#터키디저트#터키베이커리
17232,통일집,서울 중구,#된장찌개#맛집#서울시#음식#중구#한우
17247,아야진생태찌개 본점,서울 강남구,#방송맛집#봉은사역맛집#삼성동맛집#생태탕맛집#아야진생태찌개#음식
17274,히라메키,서울 강남구,#맛집#부손#야끼교자#음식#타코와사비#토쿠센오뎅나베
17292,하단,서울 성북구,#만두국#만두전골#맛집#메밀냉칼국수#음식#찐만두
17315,새만포면옥,서울 은평구,#남녀노소#냉면맛집#백년가게#불고기#서울맛집#어복쟁반#은평구#은평구맛집#음식#친구와함께#평양냉면
17366,황토추어탕,서울 강동구,#강동구#맛집#버섯추어탕#음식#추어군만두#추어정식#추어탕
17384,해담채 삼성점,서울 강남구,#강남맛집#음식#코스요리#해담채
17410,까사빠보,서울 중구,#민물장어덮밥#서울중구맛집#식품의약품안전처_음식점위생등급_매우우수(2017년)#음식#음식점위생등급#함박스테이크
17437,포포인츠 바이 쉐라톤 조선 서울역 더 이터리,서울 용산구,#담백한_맛뷔페#뷔페#식품의약품안전처_음식점위생등급_매우우수(2017년)#용산맛집#음식#음식점위생등급
17472,오양회참치 광화문본점,서울 중구,#맛집#분위기_좋은#생복탕#음식#전복죽#참다랑어회#초밥#회정식
17489,h450,서울 강남구,#강남레스토랑#강남맛집#강남여행#서양식#스테이크#식품의약품안전처_음식점위생등급_매우우수(2017년)#양식#연인과함께#음식#음식점위생등급
