tourist_spot,목록,good_point,selected_people
도산공원,테마공원,"""가격이 합리적이에요""",2
도산공원,테마공원,"""유익해요""",2
도산공원,테마공원,"""방문객이 많아요""",1
도산공원,테마공원,"""근처에 갈 곳이 많아요""",1
도산공원,테마공원,"""주차하기 편해요""",1
도산공원,테마공원,"""화장실이 깨끗해요""",1
플로팅아일랜드,섬,"""뷰가 좋아요""",41
플로팅아일랜드,섬,"""사진이 잘 나와요""",26
플로팅아일랜드,섬,"""주차하기 편해요""",13
플로팅아일랜드,섬,"""경관이 독특해요""",13
플로팅아일랜드,섬,"""볼거리가 많아요""",11
플로팅아일랜드,섬,"""붐비지 않아요""",7
플로팅아일랜드,섬,"""방문객이 많아요""",5
플로팅아일랜드,섬,"""화장실이 깨끗해요""",5
플로팅아일랜드,섬,"""피크닉하기 좋아요""",4
플로팅아일랜드,섬,"""대중교통이 편해요""",4
플로팅아일랜드,섬,"""산책로가 잘 되어있어요""",4
플로팅아일랜드,섬,"""편의시설이 잘 되어있어요""",3
플로팅아일랜드,섬,"""관리가 잘 되어있어요""",2
플로팅아일랜드,섬,"""근처에 갈 곳이 많아요""",2
플로팅아일랜드,섬,"""조용히 쉬기 좋아요""",1
플로팅아일랜드,섬,"""아이와 가기 좋아요""",1
더 스팟 패뷸러스,"카페,디저트","""디저트가 맛있어요""",1328
더 스팟 패뷸러스,"카페,디저트","""인테리어가 멋져요""",1028
더 스팟 패뷸러스,"카페,디저트","""커피가 맛있어요""",963
더 스팟 패뷸러스,"카페,디저트","""음료가 맛있어요""",420
더 스팟 패뷸러스,"카페,디저트","""사진이 잘 나와요""",404
더 스팟 패뷸러스,"카페,디저트","""뷰가 좋아요""",357
더 스팟 패뷸러스,"카페,디저트","""친절해요""",343
더 스팟 패뷸러스,"카페,디저트","""특별한 메뉴가 있어요""",315
더 스팟 패뷸러스,"카페,디저트","""대화하기 좋아요""",192
더 스팟 패뷸러스,"카페,디저트","""매장이 청결해요""",137
더 스팟 패뷸러스,"카페,디저트","""좌석이 편해요""",47
더 스팟 패뷸러스,"카페,디저트","""가성비가 좋아요""",45
더 스팟 패뷸러스,"카페,디저트","""집중하기 좋아요""",25
더 스팟 패뷸러스,"카페,디저트","""매장이 넓어요""",24
더 스팟 패뷸러스,"카페,디저트","""화장실이 깨끗해요""",12
더 스팟 패뷸러스,"카페,디저트","""컨셉이 독특해요""",8
더 스팟 패뷸러스,"카페,디저트","""비싼 만큼 가치있어요""",6
더 스팟 패뷸러스,"카페,디저트","""음악이 좋아요""",5
더 스팟 패뷸러스,"카페,디저트","""빵이 맛있어요""",4
더 스팟 패뷸러스,"카페,디저트","""아늑해요""",4
더 스팟 패뷸러스,"카페,디저트","""차분한 분위기에요""",3
더 스팟 패뷸러스,"카페,디저트","""음식이 빨리 나와요""",3
더 스팟 패뷸러스,"카페,디저트","""음식이 맛있어요""",3
더 스팟 패뷸러스,"카페,디저트","""주차하기 편해요""",3
더 스팟 패뷸러스,"카페,디저트","""특별한 날 가기 좋아요""",2
더 스팟 패뷸러스,"카페,디저트","""혼밥하기 좋아요""",1
더 스팟 패뷸러스,"카페,디저트","""선물하기 좋아요""",1
더 스팟 패뷸러스,"카페,디저트","""야외 공간이 멋져요""",1
더 스팟 패뷸러스,"카페,디저트","""오래 머무르기 좋아요""",1
더 스팟 패뷸러스,"카페,디저트","""단체모임 하기 좋아요""",1
더 스팟 패뷸러스,"카페,디저트","""종류가 다양해요""",1
서울상상나라,박물관,"""유익해요""",1358
서울상상나라,박물관,"""체험 프로그램이 다양해요""",1027
서울상상나라,박물관,"""전시 구성이 알차요""",820
서울상상나라,박물관,"""아이와 가기 좋아요""",808
서울상상나라,박물관,"""가격이 합리적이에요""",694
서울상상나라,박물관,"""전시 테마가 재밌어요""",512
서울상상나라,박물관,"""공간이 넓어요""",385
서울상상나라,박물관,"""주차하기 편해요""",301
서울상상나라,박물관,"""설명이 잘 되어있어요""",254
서울상상나라,박물관,"""사진이 잘 나와요""",82
서울상상나라,박물관,"""화장실이 깨끗해요""",6
서울상상나라,박물관,"""컨셉이 독특해요""",4
서울상상나라,박물관,"""뷰가 좋아요""",1
진고개,한식,"""음식이 맛있어요""",366
진고개,한식,"""친절해요""",138
진고개,한식,"""특별한 메뉴가 있어요""",108
진고개,한식,"""매장이 넓어요""",69
진고개,한식,"""양이 많아요""",66
진고개,한식,"""재료가 신선해요""",64
진고개,한식,"""단체모임 하기 좋아요""",62
진고개,한식,"""가성비가 좋아요""",29
진고개,한식,"""특별한 날 가기 좋아요""",22
진고개,한식,"""매장이 청결해요""",17
진고개,한식,"""화장실이 깨끗해요""",9
진고개,한식,"""혼밥하기 좋아요""",8
진고개,한식,"""인테리어가 멋져요""",8
진고개,한식,"""주차하기 편해요""",4
진고개,한식,"""메뉴 구성이 알차요""",3
진고개,한식,"""반찬이 잘 나와요""",3
진고개,한식,"""음식이 빨리 나와요""",2
진고개,한식,"""대화하기 좋아요""",2
진고개,한식,"""건강한 맛이에요""",2
진고개,한식,"""뷰가 좋아요""",2
진고개,한식,"""컨셉이 독특해요""",1
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""친절해요""",895
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""깨끗해요""",530
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""인테리어가 멋져요""",447
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""호캉스하기 좋아요""",364
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""침구가 좋아요""",303
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""조용히 쉬기 좋아요""",300
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""주차하기 편해요""",291
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""조식이 맛있어요""",197
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""즐길 거리가 많아요""",190
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""대중교통이 편해요""",180
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""사진이 잘 나와요""",177
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""뷰가 좋아요""",142
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""냉난방이 잘돼요""",92
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""방음이 잘돼요""",79
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""수영장이 잘 되어있어요""",22
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""비싼 만큼 가치있어요""",8
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""특별한 날 가기 좋아요""",6
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""음식이 맛있어요""",5
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""매장이 청결해요""",5
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""근처에 갈 곳이 많아요""",4
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""파티하기 좋아요""",4
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""편의시설이 잘 되어있어요""",3
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""재료가 신선해요""",3
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""단체모임 하기 좋아요""",3
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""매장이 넓어요""",2
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""특별한 메뉴가 있어요""",2
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""화장실이 깨끗해요""",2
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""화장실이 잘 되어있어요""",2
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""혼밥하기 좋아요""",1
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""아이와 가기 좋아요""",1
그랜드 인터컨티넨탈 서울 파르나스,호텔,"""취사시설이 잘 되어있어요""",1
북촌박물관,박물관,"""유익해요""",25
북촌박물관,박물관,"""설명이 잘 되어있어요""",13
북촌박물관,박물관,"""전시 구성이 알차요""",11
북촌박물관,박물관,"""아이와 가기 좋아요""",11
북촌박물관,박물관,"""체험 프로그램이 다양해요""",10
북촌박물관,박물관,"""가격이 합리적이에요""",9
북촌박물관,박물관,"""전시 테마가 재밌어요""",5
북촌박물관,박물관,"""사진이 잘 나와요""",1
북촌박물관,박물관,"""공간이 넓어요""",1
서울신라호텔,5성급,"""친절해요""",2866
서울신라호텔,5성급,"""깨끗해요""",1291
서울신라호텔,5성급,"""호캉스하기 좋아요""",1231
서울신라호텔,5성급,"""인테리어가 멋져요""",946
서울신라호텔,5성급,"""뷰가 좋아요""",935
서울신라호텔,5성급,"""침구가 좋아요""",903
서울신라호텔,5성급,"""조식이 맛있어요""",703
서울신라호텔,5성급,"""조용히 쉬기 좋아요""",666
서울신라호텔,5성급,"""사진이 잘 나와요""",551
서울신라호텔,5성급,"""주차하기 편해요""",516
서울신라호텔,5성급,"""즐길 거리가 많아요""",457
서울신라호텔,5성급,"""수영장이 잘 되어있어요""",255
서울신라호텔,5성급,"""방음이 잘돼요""",254
서울신라호텔,5성급,"""냉난방이 잘돼요""",243
서울신라호텔,5성급,"""대중교통이 편해요""",147
서울신라호텔,5성급,"""비싼 만큼 가치있어요""",37
서울신라호텔,5성급,"""화장실이 잘 되어있어요""",15
서울신라호텔,5성급,"""아이와 가기 좋아요""",7
서울신라호텔,5성급,"""룸서비스가 잘 되어있어요""",5
서울신라호텔,5성급,"""벌레 걱정 없어요""",4
서울신라호텔,5성급,"""파티하기 좋아요""",4
서울신라호텔,5성급,"""픽업서비스가 편해요""",3
서울신라호텔,5성급,"""보안시설이 잘 되어있어요""",3
서울신라호텔,5성급,"""물놀이하기 좋아요""",3
서울신라호텔,5성급,"""편의시설이 잘 되어있어요""",2
서울신라호텔,5성급,"""컨셉이 독특해요""",1
서울신라호텔,5성급,"""근처에 갈 곳이 많아요""",1
서울신라호텔,5성급,"""가성비가 좋아요""",1
아차산 어울림정원,"자연,생태공원","""산책로가 잘 되어있어요""",15
아차산 어울림정원,"자연,생태공원","""뷰가 좋아요""",8
아차산 어울림정원,"자연,생태공원","""볼거리가 많아요""",5
아차산 어울림정원,"자연,생태공원","""편의시설이 잘 되어있어요""",4
아차산 어울림정원,"자연,생태공원","""피크닉하기 좋아요""",4
아차산 어울림정원,"자연,생태공원","""사진이 잘 나와요""",3
아차산 어울림정원,"자연,생태공원","""화장실이 깨끗해요""",2
아차산 어울림정원,"자연,생태공원","""가격이 합리적이에요""",1
아차산 어울림정원,"자연,생태공원","""대중교통이 편해요""",1
롯데월드 민속박물관,박물관,"""유익해요""",748
롯데월드 민속박물관,박물관,"""전시 구성이 알차요""",560
롯데월드 민속박물관,박물관,"""가격이 합리적이에요""",468
롯데월드 민속박물관,박물관,"""아이와 가기 좋아요""",437
롯데월드 민속박물관,박물관,"""전시 테마가 재밌어요""",298
롯데월드 민속박물관,박물관,"""체험 프로그램이 다양해요""",245
롯데월드 민속박물관,박물관,"""설명이 잘 되어있어요""",238
롯데월드 민속박물관,박물관,"""공간이 넓어요""",227
롯데월드 민속박물관,박물관,"""주차하기 편해요""",122
롯데월드 민속박물관,박물관,"""사진이 잘 나와요""",80
롯데월드 민속박물관,박물관,"""화장실이 깨끗해요""",6
롯데월드 민속박물관,박물관,"""컨셉이 독특해요""",5
우래옥,냉면,"""음식이 맛있어요""",4107
우래옥,냉면,"""매장이 넓어요""",1452
우래옥,냉면,"""특별한 메뉴가 있어요""",1310
우래옥,냉면,"""양이 많아요""",939
우래옥,냉면,"""재료가 신선해요""",827
우래옥,냉면,"""친절해요""",813
우래옥,냉면,"""매장이 청결해요""",607
우래옥,냉면,"""주차하기 편해요""",468
우래옥,냉면,"""단체모임 하기 좋아요""",283
우래옥,냉면,"""특별한 날 가기 좋아요""",272
우래옥,냉면,"""인테리어가 멋져요""",236
우래옥,냉면,"""혼밥하기 좋아요""",219
우래옥,냉면,"""화장실이 깨끗해요""",207
우래옥,냉면,"""가성비가 좋아요""",114
우래옥,냉면,"""비싼 만큼 가치있어요""",82
우래옥,냉면,"""건강한 맛이에요""",54
우래옥,냉면,"""뷰가 좋아요""",29
우래옥,냉면,"""음식이 빨리 나와요""",21
우래옥,냉면,"""고기 질이 좋아요""",12
우래옥,냉면,"""반찬이 잘 나와요""",11
우래옥,냉면,"""현지 맛에 가까워요""",6
우래옥,냉면,"""직접 잘 구워줘요""",6
우래옥,냉면,"""아늑해요""",5
우래옥,냉면,"""메뉴 구성이 알차요""",5
우래옥,냉면,"""차분한 분위기에요""",4
우래옥,냉면,"""좌석이 편해요""",4
우래옥,냉면,"""잡내가 적어요""",3
우래옥,냉면,"""향신료가 강하지 않아요""",3
우래옥,냉면,"""컨셉이 독특해요""",2
우래옥,냉면,"""대화하기 좋아요""",2
우래옥,냉면,"""혼술하기 좋아요""",1
우래옥,냉면,"""포장이 깔끔해요""",1
우래옥,냉면,"""룸이 잘 되어있어요""",1
우래옥,냉면,"""환기가 잘 돼요""",1
씨랄라 워터파크,워터파크,"""시설이 깔끔해요""",816
씨랄라 워터파크,워터파크,"""가격이 합리적이에요""",721
씨랄라 워터파크,워터파크,"""안전하게 관리해요""",720
씨랄라 워터파크,워터파크,"""주차하기 편해요""",688
씨랄라 워터파크,워터파크,"""수질 관리가 잘돼요""",597
씨랄라 워터파크,워터파크,"""샤워실이 잘 되어있어요""",570
씨랄라 워터파크,워터파크,"""친절해요""",447
씨랄라 워터파크,워터파크,"""규모가 커요""",266
씨랄라 워터파크,워터파크,"""부대시설이 잘 되어있어요""",254
씨랄라 워터파크,워터파크,"""아이와 가기 좋아요""",155
씨랄라 워터파크,워터파크,"""놀이기구가 다양해요""",155
씨랄라 워터파크,워터파크,"""물이 따뜻해요""",48
씨랄라 워터파크,워터파크,"""대기시간이 짧아요""",47
씨랄라 워터파크,워터파크,"""수심이 다양해요""",21
씨랄라 워터파크,워터파크,"""사진이 잘 나와요""",8
씨랄라 워터파크,워터파크,"""인테리어가 멋져요""",4
씨랄라 워터파크,워터파크,"""컨셉이 독특해요""",2
씨랄라 워터파크,워터파크,"""먹거리가 풍부해요""",2
씨랄라 워터파크,워터파크,"""체험 프로그램이 다양해요""",2
씨랄라 워터파크,워터파크,"""볼거리가 많아요""",1
씨랄라 워터파크,워터파크,"""야외에서 놀기 좋아요""",1
씨랄라 워터파크,워터파크,"""셔틀버스가 잘 되어있어요""",1
밀리오레,"상가, 아케이드","""친절해요""",34
밀리오레,"상가, 아케이드","""종류가 다양해요""",34
밀리오레,"상가, 아케이드","""주차하기 편해요""",33
밀리오레,"상가, 아케이드","""가성비가 좋아요""",21
밀리오레,"상가, 아케이드","""특색 있는 제품이 많아요""",12
밀리오레,"상가, 아케이드","""품질이 좋아요""",10
밀리오레,"상가, 아케이드","""매장이 넓어요""",8
밀리오레,"상가, 아케이드","""시설이 깔끔해요""",7
밀리오레,"상가, 아케이드","""분위기가 편안해요""",3
밀리오레,"상가, 아케이드","""비싼 만큼 가치있어요""",3
노량진수산물도매시장,시장,"""주차하기 편해요""",477
노량진수산물도매시장,시장,"""친절해요""",141
노량진수산물도매시장,시장,"""볼거리가 많아요""",132
노량진수산물도매시장,시장,"""종류가 다양해요""",110
노량진수산물도매시장,시장,"""매장이 넓어요""",83
노량진수산물도매시장,시장,"""품질이 좋아요""",82
노량진수산물도매시장,시장,"""가성비가 좋아요""",75
노량진수산물도매시장,시장,"""시설이 깔끔해요""",65
노량진수산물도매시장,시장,"""먹거리가 풍부해요""",56
노량진수산물도매시장,시장,"""특색 있는 제품이 많아요""",54
노량진수산물도매시장,시장,"""비싼 만큼 가치있어요""",21
노량진수산물도매시장,시장,"""트렌디해요""",18
노량진수산물도매시장,시장,"""분위기가 편안해요""",17
노량진수산물도매시장,시장,"""편의시설이 잘 되어있어요""",14
노량진수산물도매시장,시장,"""방문객이 많아요""",13
노량진수산물도매시장,시장,"""규모가 커요""",12
노량진수산물도매시장,시장,"""야시장이 잘 되어있어요""",11
노량진수산물도매시장,시장,"""컨셉이 독특해요""",10
노량진수산물도매시장,시장,"""화장실이 깨끗해요""",2
노량진수산물도매시장,시장,"""설명이 자세해요""",1
노량진수산물도매시장,시장,"""아이와 가기 좋아요""",1
노량진수산물도매시장,시장,"""붐비지 않아요""",1
인왕산 더숲 초소책방,카페,"""뷰가 좋아요""",3554
인왕산 더숲 초소책방,카페,"""커피가 맛있어요""",2190
인왕산 더숲 초소책방,카페,"""야외 공간이 멋져요""",1428
인왕산 더숲 초소책방,카페,"""디저트가 맛있어요""",1397
인왕산 더숲 초소책방,카페,"""인테리어가 멋져요""",962
인왕산 더숲 초소책방,카페,"""사진이 잘 나와요""",924
인왕산 더숲 초소책방,카페,"""음료가 맛있어요""",770
인왕산 더숲 초소책방,카페,"""대화하기 좋아요""",718
인왕산 더숲 초소책방,카페,"""읽을만한 책이 많아요""",694
인왕산 더숲 초소책방,카페,"""친절해요""",392
인왕산 더숲 초소책방,카페,"""화장실이 깨끗해요""",268
인왕산 더숲 초소책방,카페,"""특별한 메뉴가 있어요""",232
인왕산 더숲 초소책방,카페,"""특별한 날 가기 좋아요""",222
인왕산 더숲 초소책방,카페,"""좌석이 편해요""",98
인왕산 더숲 초소책방,카페,"""메뉴 구성이 알차요""",97
인왕산 더숲 초소책방,카페,"""집중하기 좋아요""",53
인왕산 더숲 초소책방,카페,"""아이와 가기 좋아요""",45
인왕산 더숲 초소책방,카페,"""가성비가 좋아요""",40
인왕산 더숲 초소책방,카페,"""매장이 청결해요""",35
인왕산 더숲 초소책방,카페,"""매장이 넓어요""",29
인왕산 더숲 초소책방,카페,"""주차하기 편해요""",24
인왕산 더숲 초소책방,카페,"""차분한 분위기에요""",12
인왕산 더숲 초소책방,카페,"""아늑해요""",10
인왕산 더숲 초소책방,카페,"""컨셉이 독특해요""",7
인왕산 더숲 초소책방,카페,"""오래 머무르기 좋아요""",7
인왕산 더숲 초소책방,카페,"""반려동물과 가기 좋아요""",5
인왕산 더숲 초소책방,카페,"""음식이 맛있어요""",4
인왕산 더숲 초소책방,카페,"""비싼 만큼 가치있어요""",4
인왕산 더숲 초소책방,카페,"""빵이 맛있어요""",3
인왕산 더숲 초소책방,카페,"""건강한 맛이에요""",2
인왕산 더숲 초소책방,카페,"""종류가 다양해요""",2
인왕산 더숲 초소책방,카페,"""혼밥하기 좋아요""",1
인왕산 더숲 초소책방,카페,"""음식이 빨리 나와요""",1
인왕산 더숲 초소책방,카페,"""재료가 신선해요""",1
인왕산 더숲 초소책방,카페,"""음악이 좋아요""",1
인왕산 더숲 초소책방,카페,"""단체모임 하기 좋아요""",1
광나루한강공원 암사생태공원,"자연,생태공원","""산책로가 잘 되어있어요""",10
광나루한강공원 암사생태공원,"자연,생태공원","""피크닉하기 좋아요""",8
광나루한강공원 암사생태공원,"자연,생태공원","""볼거리가 많아요""",6
광나루한강공원 암사생태공원,"자연,생태공원","""뷰가 좋아요""",6
광나루한강공원 암사생태공원,"자연,생태공원","""사진이 잘 나와요""",5
광나루한강공원 암사생태공원,"자연,생태공원","""편의시설이 잘 되어있어요""",4
광나루한강공원 암사생태공원,"자연,생태공원","""화장실이 깨끗해요""",4
광나루한강공원 암사생태공원,"자연,생태공원","""반려동물과 가기 좋아요""",2
광나루한강공원 암사생태공원,"자연,생태공원","""대중교통이 편해요""",1
매헌 시민의 숲,자연공원,"""산책로가 잘 되어있어요""",56
매헌 시민의 숲,자연공원,"""피크닉하기 좋아요""",39
매헌 시민의 숲,자연공원,"""사진이 잘 나와요""",24
매헌 시민의 숲,자연공원,"""볼거리가 많아요""",18
매헌 시민의 숲,자연공원,"""뷰가 좋아요""",18
매헌 시민의 숲,자연공원,"""대중교통이 편해요""",16
매헌 시민의 숲,자연공원,"""화장실이 깨끗해요""",9
매헌 시민의 숲,자연공원,"""아이와 가기 좋아요""",7
매헌 시민의 숲,자연공원,"""주차하기 편해요""",7
매헌 시민의 숲,자연공원,"""반려동물과 가기 좋아요""",6
매헌 시민의 숲,자연공원,"""편의시설이 잘 되어있어요""",5
매헌 시민의 숲,자연공원,"""조용히 쉬기 좋아요""",5
매헌 시민의 숲,자연공원,"""관리가 잘 되어있어요""",2
매헌 시민의 숲,자연공원,"""붐비지 않아요""",2
매헌 시민의 숲,자연공원,"""방문객이 많아요""",1
매헌 시민의 숲,자연공원,"""근처에 갈 곳이 많아요""",1
매헌 시민의 숲,자연공원,"""가격이 합리적이에요""",1
도봉산,산,"""뷰가 좋아요""",86
도봉산,산,"""사진이 잘 나와요""",56
도봉산,산,"""경관이 독특해요""",42
도봉산,산,"""볼거리가 많아요""",27
도봉산,산,"""대중교통이 편해요""",17
도봉산,산,"""방문객이 많아요""",10
도봉산,산,"""주차하기 편해요""",8
도봉산,산,"""근처에 갈 곳이 많아요""",7
도봉산,산,"""붐비지 않아요""",7
도봉산,산,"""화장실이 깨끗해요""",6
도봉산,산,"""산책로가 잘 되어있어요""",5
도봉산,산,"""관리가 잘 되어있어요""",4
도봉산,산,"""코스가 길어요""",2
도봉산,산,"""편의시설이 잘 되어있어요""",2
도봉산,산,"""조용히 쉬기 좋아요""",2
도봉산,산,"""먹거리가 풍부해요""",1
도봉산,산,"""피크닉하기 좋아요""",1
도봉산,산,"""규모가 커요""",1
서울 암사동 유적,"유적지,사적지","""붐비지 않아요""",66
서울 암사동 유적,"유적지,사적지","""아이와 가기 좋아요""",65
서울 암사동 유적,"유적지,사적지","""볼거리가 많아요""",58
서울 암사동 유적,"유적지,사적지","""사진이 잘 나와요""",57
서울 암사동 유적,"유적지,사적지","""주차하기 편해요""",50
서울 암사동 유적,"유적지,사적지","""가격이 합리적이에요""",49
서울 암사동 유적,"유적지,사적지","""체험 프로그램이 다양해요""",49
서울 암사동 유적,"유적지,사적지","""산책로가 잘 되어있어요""",41
서울 암사동 유적,"유적지,사적지","""관리가 잘 되어있어요""",29
서울 암사동 유적,"유적지,사적지","""설명이 잘 되어있어요""",11
서울 암사동 유적,"유적지,사적지","""규모가 커요""",2
서울 암사동 유적,"유적지,사적지","""경관이 독특해요""",2
서울 암사동 유적,"유적지,사적지","""반려동물과 가기 좋아요""",1
서울 암사동 유적,"유적지,사적지","""뷰가 좋아요""",1
리얼월드 성수,"관람,체험","""인테리어가 멋져요""",89
리얼월드 성수,"관람,체험","""친절해요""",82
리얼월드 성수,"관람,체험","""사진이 잘 나와요""",73
리얼월드 성수,"관람,체험","""매장이 청결해요""",57
리얼월드 성수,"관람,체험","""음료가 맛있어요""",54
리얼월드 성수,"관람,체험","""커피가 맛있어요""",47
리얼월드 성수,"관람,체험","""특별한 메뉴가 있어요""",40
리얼월드 성수,"관람,체험","""가성비가 좋아요""",16
리얼월드 성수,"관람,체험","""대화하기 좋아요""",12
리얼월드 성수,"관람,체험","""디저트가 맛있어요""",9
리얼월드 성수,"관람,체험","""좌석이 편해요""",5
리얼월드 성수,"관람,체험","""뷰가 좋아요""",5
리얼월드 성수,"관람,체험","""집중하기 좋아요""",4
리얼월드 성수,"관람,체험","""화장실이 깨끗해요""",4
리얼월드 성수,"관람,체험","""시설이 깔끔해요""",3
리얼월드 성수,"관람,체험","""문제가 신선해요""",3
리얼월드 성수,"관람,체험","""스토리가 탄탄해요""",1
리얼월드 성수,"관람,체험","""재미있는 테마가 많아요""",1
롯데월드 아이스링크(실내),아이스링크,"""안전하게 관리해요""",1936
롯데월드 아이스링크(실내),아이스링크,"""편의시설이 잘 되어있어요""",1787
롯데월드 아이스링크(실내),아이스링크,"""휴게공간이 잘 되어있어요""",1595
롯데월드 아이스링크(실내),아이스링크,"""친절해요""",1342
롯데월드 아이스링크(실내),아이스링크,"""규모가 커요""",1336
롯데월드 아이스링크(실내),아이스링크,"""대여장비 상태가 좋아요""",1128
롯데월드 아이스링크(실내),아이스링크,"""예약이 편리해요""",1081
롯데월드 아이스링크(실내),아이스링크,"""가격이 합리적이에요""",559
롯데월드 아이스링크(실내),아이스링크,"""주차하기 편해요""",497
롯데월드 아이스링크(실내),아이스링크,"""강습 받기 좋아요""",181
롯데월드 아이스링크(실내),아이스링크,"""맞춤 지도를 잘해줘요""",1
광나루한강공원,시민공원,"""뷰가 좋아요""",12
광나루한강공원,시민공원,"""산책로가 잘 되어있어요""",11
광나루한강공원,시민공원,"""사진이 잘 나와요""",6
광나루한강공원,시민공원,"""붐비지 않아요""",5
광나루한강공원,시민공원,"""주차하기 편해요""",4
광나루한강공원,시민공원,"""관리가 잘 되어있어요""",3
광나루한강공원,시민공원,"""볼거리가 많아요""",2
광나루한강공원,시민공원,"""편의시설이 잘 되어있어요""",1
광나루한강공원,시민공원,"""조용히 쉬기 좋아요""",1
광나루한강공원,시민공원,"""피크닉하기 좋아요""",1
광나루한강공원,시민공원,"""대중교통이 편해요""",1
광나루한강공원,시민공원,"""규모가 커요""",1
광나루한강공원,시민공원,"""자연 경관이 좋아요""",1
교보문고,서점,"""책 종류가 다양해요""",17311
교보문고,서점,"""베스트셀러가 많아요""",10950
교보문고,서점,"""시설이 깔끔해요""",10906
교보문고,서점,"""신간이 빨리 들어와요""",10704
교보문고,서점,"""원하는 책을 찾기 쉬워요""",6388
교보문고,서점,"""책 읽기 쾌적해요""",6018
교보문고,서점,"""독특한 책이 많아요""",3142
교보문고,서점,"""카페 같은 분위기에요""",1743
교보문고,서점,"""매장이 넓어요""",1033
교보문고,서점,"""아늑해요""",142
교보문고,서점,"""인테리어가 멋져요""",137
교보문고,서점,"""주차하기 편해요""",89
교보문고,서점,"""컨셉이 독특해요""",27
잠원한강공원,시민공원,"""뷰가 좋아요""",66
잠원한강공원,시민공원,"""산책로가 잘 되어있어요""",36
잠원한강공원,시민공원,"""관리가 잘 되어있어요""",28
잠원한강공원,시민공원,"""주차하기 편해요""",16
잠원한강공원,시민공원,"""방문객이 많아요""",14
잠원한강공원,시민공원,"""사진이 잘 나와요""",13
잠원한강공원,시민공원,"""볼거리가 많아요""",9
잠원한강공원,시민공원,"""붐비지 않아요""",9
잠원한강공원,시민공원,"""자연 경관이 좋아요""",8
잠원한강공원,시민공원,"""반려동물과 가기 좋아요""",7
잠원한강공원,시민공원,"""편의시설이 잘 되어있어요""",6
잠원한강공원,시민공원,"""규모가 커요""",5
잠원한강공원,시민공원,"""조용히 쉬기 좋아요""",4
잠원한강공원,시민공원,"""먹거리가 풍부해요""",2
잠원한강공원,시민공원,"""피크닉하기 좋아요""",2
잠원한강공원,시민공원,"""가격이 합리적이에요""",2
잠원한강공원,시민공원,"""아이와 가기 좋아요""",1
잠원한강공원,시민공원,"""근처에 갈 곳이 많아요""",1
잠원한강공원,시민공원,"""체험 프로그램이 다양해요""",1
잠원한강공원,시민공원,"""화장실이 깨끗해요""",1
풋볼 팬타지움,박물관,"""유익해요""",7
풋볼 팬타지움,박물관,"""전시 테마가 재밌어요""",5
풋볼 팬타지움,박물관,"""아이와 가기 좋아요""",5
풋볼 팬타지움,박물관,"""주차하기 편해요""",5
풋볼 팬타지움,박물관,"""체험 프로그램이 다양해요""",5
풋볼 팬타지움,박물관,"""전시 구성이 알차요""",3
풋볼 팬타지움,박물관,"""컨셉이 독특해요""",2
풋볼 팬타지움,박물관,"""설명이 잘 되어있어요""",2
풋볼 팬타지움,박물관,"""가격이 합리적이에요""",2
풋볼 팬타지움,박물관,"""사진이 잘 나와요""",1
풋볼 팬타지움,박물관,"""뷰가 좋아요""",1
달맞이봉공원,근린공원,"""뷰가 좋아요""",9
달맞이봉공원,근린공원,"""산책로가 잘 되어있어요""",7
달맞이봉공원,근린공원,"""사진이 잘 나와요""",5
달맞이봉공원,근린공원,"""붐비지 않아요""",4
달맞이봉공원,근린공원,"""관리가 잘 되어있어요""",3
달맞이봉공원,근린공원,"""볼거리가 많아요""",2
달맞이봉공원,근린공원,"""자연 경관이 좋아요""",2
달맞이봉공원,근린공원,"""조용히 쉬기 좋아요""",1
