,Attraction,Good_Point,Selected_People
2960,광나루한강공원,붐비지 않아요,5
2961,광나루한강공원,주차하기 편해요,4
2962,광나루한강공원,관리가 잘 되어있어요,3
2963,광나루한강공원,볼거리가 많아요,2
2964,광나루한강공원,편의시설이 잘 되어있어요,1
2965,광나루한강공원,조용히 쉬기 좋아요,1
2966,광나루한강공원,피크닉하기 좋아요,1
2967,광나루한강공원,대중교통이 편해요,1
2968,광나루한강공원,규모가 커요,1
2969,광나루한강공원,자연 경관이 좋아요,1
2970,교보문고,책 종류가 다양해요,17311
2971,교보문고,베스트셀러가 많아요,10950
2972,교보문고,시설이 깔끔해요,10906
2973,교보문고,신간이 빨리 들어와요,10704
2974,교보문고,원하는 책을 찾기 쉬워요,6388
2975,교보문고,책 읽기 쾌적해요,6018
2976,교보문고,독특한 책이 많아요,3142
2977,교보문고,카페 같은 분위기에요,1743
2978,교보문고,매장이 넓어요,1033
2979,교보문고,아늑해요,142
2980,교보문고,인테리어가 멋져요,137
2981,교보문고,주차하기 편해요,89
2982,교보문고,컨셉이 독특해요,27
2983,잠원한강공원,뷰가 좋아요,66
2984,잠원한강공원,산책로가 잘 되어있어요,36
2985,잠원한강공원,관리가 잘 되어있어요,28
2986,잠원한강공원,주차하기 편해요,16
2987,잠원한강공원,방문객이 많아요,14
2988,잠원한강공원,사진이 잘 나와요,13
2989,잠원한강공원,볼거리가 많아요,9
2990,잠원한강공원,붐비지 않아요,9
2991,잠원한강공원,자연 경관이 좋아요,8
2992,잠원한강공원,반려동물과 가기 좋아요,7
2993,잠원한강공원,편의시설이 잘 되어있어요,6
2994,잠원한강공원,규모가 커요,5
2995,잠원한강공원,조용히 쉬기 좋아요,4
2996,잠원한강공원,먹거리가 풍부해요,2
2997,잠원한강공원,피크닉하기 좋아요,2
2998,잠원한강공원,가격이 합리적이에요,2
2999,잠원한강공원,아이와 가기 좋아요,1
3000,잠원한강공원,근처에 갈 곳이 많아요,1
3001,잠원한강공원,체험 프로그램이 다양해요,1
3002,잠원한강공원,화장실이 깨끗해요,1
3003,풋볼 팬타지움,유익해요,7
3004,풋볼 팬타지움,전시 테마가 재밌어요,5
3005,풋볼 팬타지움,아이와 가기 좋아요,5
3006,풋볼 팬타지움,주차하기 편해요,5
3007,풋볼 팬타지움,체험 프로그램이 다양해요,5
3008,풋볼 팬타지움,전시 구성이 알차요,3
3009,풋볼 팬타지움,컨셉이 독특해요,2
3010,풋볼 팬타지움,설명이 잘 되어있어요,2
3011,풋볼 팬타지움,가격이 합리적이에요,2
3012,풋볼 팬타지움,사진이 잘 나와요,1
3013,풋볼 팬타지움,뷰가 좋아요,1
3014,달맞이봉공원,뷰가 좋아요,9
3015,달맞이봉공원,산책로가 잘 되어있어요,7
3016,달맞이봉공원,사진이 잘 나와요,5
3017,달맞이봉공원,붐비지 않아요,4
3018,달맞이봉공원,관리가 잘 되어있어요,3
3019,달맞이봉공원,볼거리가 많아요,2
3020,달맞이봉공원,자연 경관이 좋아요,2
3021,달맞이봉공원,조용히 쉬기 좋아요,1
3022,달맞이봉공원,반려동물과 가기 좋아요,1
3023,달맞이봉공원,대중교통이 편해요,1
3047,아이파크몰 용산점,종류가 다양해요,2545
3048,아이파크몰 용산점,친절해요,1852
3049,아이파크몰 용산점,가성비가 좋아요,1784
3050,아이파크몰 용산점,품질이 좋아요,1333
3051,아이파크몰 용산점,매장이 넓어요,1307
3052,아이파크몰 용산점,특색 있는 제품이 많아요,941
3053,아이파크몰 용산점,시설이 깔끔해요,867
3054,아이파크몰 용산점,주차하기 편해요,865
3055,아이파크몰 용산점,분위기가 편안해요,538
3056,아이파크몰 용산점,비싼 만큼 가치있어요,314
3057,아이파크몰 용산점,트렌디해요,94
3058,아이파크몰 용산점,아기자기해요,43
3059,아이파크몰 용산점,예쁜 소품이 많아요,26
3060,아이파크몰 용산점,신상품이 많아요,22
3061,아이파크몰 용산점,선물하기 좋아요,21
3062,아이파크몰 용산점,고급스러워요,16
3063,아이파크몰 용산점,포장이 정성스러워요,15
3064,아이파크몰 용산점,추천을 잘해줘요,14
3065,아이파크몰 용산점,독특한 디자인이 많아요,12
3066,아이파크몰 용산점,컨셉이 독특해요,11
3067,아이파크몰 용산점,사이즈가 다양해요,9
3068,아이파크몰 용산점,인테리어가 멋져요,7
3069,아이파크몰 용산점,설명이 자세해요,5
3070,아이파크몰 용산점,사진이 잘 나와요,4
3071,아이파크몰 용산점,A/S가 세심해요,2
3072,아이파크몰 용산점,주문제작을 잘해줘요,2
3073,서울 중앙시장,친절해요,21
3074,서울 중앙시장,볼거리가 많아요,13
3075,서울 중앙시장,트렌디해요,9
3076,서울 중앙시장,편의시설이 잘 되어있어요,4
3077,서울 중앙시장,먹거리가 풍부해요,4
3078,서울 중앙시장,컨셉이 독특해요,2
3079,서울 중앙시장,시설이 깔끔해요,2
3080,서울 중앙시장,야시장이 잘 되어있어요,2
3081,서울 중앙시장,특색 있는 제품이 많아요,1
3103,그랜드 워커힐 리버파크(야외수영장),시설이 깔끔해요,402
3104,그랜드 워커힐 리버파크(야외수영장),휴게공간이 잘 되어있어요,125
3105,그랜드 워커힐 리버파크(야외수영장),규모가 커요,99
3106,그랜드 워커힐 리버파크(야외수영장),샤워실이 잘 되어있어요,78
3107,그랜드 워커힐 리버파크(야외수영장),안전하게 관리해요,64
3108,그랜드 워커힐 리버파크(야외수영장),물이 깨끗해요,49
3109,그랜드 워커힐 리버파크(야외수영장),수심이 다양해요,42
3110,그랜드 워커힐 리버파크(야외수영장),가격이 합리적이에요,39
3111,그랜드 워커힐 리버파크(야외수영장),학생과 소통을 잘해요,9
3112,그랜드 워커힐 리버파크(야외수영장),수업이 체계적이에요,8
3113,그랜드 워커힐 리버파크(야외수영장),아이와 가기 좋아요,1
3114,그랜드 워커힐 리버파크(야외수영장),주차하기 편해요,1
3115,청계천박물관,유익해요,19
3116,청계천박물관,주차하기 편해요,11
3117,청계천박물관,전시 구성이 알차요,9
3118,청계천박물관,설명이 잘 되어있어요,9
3119,청계천박물관,전시 테마가 재밌어요,7
3120,청계천박물관,아이와 가기 좋아요,4
3121,청계천박물관,체험 프로그램이 다양해요,3
3122,청계천박물관,공간이 넓어요,3
3123,청계천박물관,사진이 잘 나와요,2
3124,청계천박물관,가격이 합리적이에요,2
3125,용마산,뷰가 좋아요,61
3126,용마산,사진이 잘 나와요,25
3127,용마산,대중교통이 편해요,21
3128,용마산,붐비지 않아요,21
3129,용마산,경관이 독특해요,9
3130,용마산,주차하기 편해요,7
3131,용마산,산책로가 잘 되어있어요,7
3132,용마산,방문객이 많아요,6
3133,용마산,볼거리가 많아요,5
3134,용마산,관리가 잘 되어있어요,5
3135,용마산,조용히 쉬기 좋아요,5
3136,용마산,근처에 갈 곳이 많아요,5
3137,용마산,피크닉하기 좋아요,4
3138,용마산,화장실이 깨끗해요,4
3139,용마산,코스가 길어요,2
3140,용마산,먹거리가 풍부해요,1
3141,용마산,반려동물과 가기 좋아요,1
3142,장충단공원,뷰가 좋아요,20
3143,장충단공원,산책로가 잘 되어있어요,19
3144,장충단공원,붐비지 않아요,10
3145,장충단공원,관리가 잘 되어있어요,9
3146,장충단공원,사진이 잘 나와요,9
3147,장충단공원,볼거리가 많아요,8
3148,장충단공원,자연 경관이 좋아요,5
3149,장충단공원,화장실이 깨끗해요,3
3150,장충단공원,방문객이 많아요,2
3151,장충단공원,편의시설이 잘 되어있어요,2
3152,장충단공원,조용히 쉬기 좋아요,2
3153,장충단공원,근처에 갈 곳이 많아요,2
3154,장충단공원,주차하기 편해요,1
3155,장충단공원,반려동물과 가기 좋아요,1
3156,장충단공원,대중교통이 편해요,1
3157,하우스 도산,친절해요,76
3158,하우스 도산,독특한 디자인이 많아요,60
3159,하우스 도산,품질이 좋아요,59
3160,하우스 도산,매장이 넓어요,49
3161,하우스 도산,종류가 다양해요,49
3162,하우스 도산,스타일 추천을 잘해줘요,34
3163,하우스 도산,분위기가 편안해요,21
3164,하우스 도산,A/S가 세심해요,20
3165,하우스 도산,가성비가 좋아요,12
3166,하우스 도산,주차하기 편해요,5
3167,하우스 도산,트렌디해요,5
3168,하우스 도산,특색 있는 제품이 많아요,2
3169,하우스 도산,컨셉이 독특해요,1
3170,하우스 도산,선물하기 좋아요,1
3171,하우스 도산,사이즈가 다양해요,1
3172,레치키치 스튜디오,친절해요,1888
3173,레치키치 스튜디오,보정을 꼼꼼하게 해줘요,1740
3174,레치키치 스튜디오,자연스럽게 연출해줘요,1440
3175,레치키치 스튜디오,세트장 구성이 다양해요,1327
3176,레치키치 스튜디오,소품이 다양해요,1289
3177,레치키치 스튜디오,시설이 깔끔해요,772
3178,레치키치 스튜디오,파우더룸이 잘 되어있어요,755
3179,레치키치 스튜디오,가격이 합리적이에요,441
3180,레치키치 스튜디오,분위기가 편안해요,111
3181,레치키치 스튜디오,사진 컨셉이 다양해요,56
3182,레치키치 스튜디오,다양하게 연출하기 좋아요,53
3183,레치키치 스튜디오,주차하기 편해요,26
3184,레치키치 스튜디오,인테리어가 멋져요,21
3185,레치키치 스튜디오,컨셉이 독특해요,17
3186,레치키치 스튜디오,비싼 만큼 가치있어요,6
3187,레치키치 스튜디오,예쁜 아기 의상이 많아요,5
3188,레치키치 스튜디오,채광이 좋아요,3
3189,레치키치 스튜디오,아이와 가기 좋아요,1
3190,프레젠트모먼트,예쁜 소품이 많아요,126
3191,프레젠트모먼트,인테리어가 멋져요,117
3192,프레젠트모먼트,특색 있는 제품이 많아요,114
3193,프레젠트모먼트,상품이 다양해요,111
3194,프레젠트모먼트,선물하기 좋아요,89
3195,프레젠트모먼트,포장이 정성스러워요,43
3196,프레젠트모먼트,품질이 좋아요,37
3197,프레젠트모먼트,비싼 만큼 가치있어요,18
3198,프레젠트모먼트,친절해요,5
3199,프레젠트모먼트,컨셉이 독특해요,4
3200,프레젠트모먼트,아기자기해요,4
3201,프레젠트모먼트,트렌디해요,3
3202,프레젠트모먼트,분위기가 편안해요,2
3203,프레젠트모먼트,사진이 잘 나와요,2
3204,프레젠트모먼트,가성비가 좋아요,2
3205,프레젠트모먼트,주차하기 편해요,1
3206,헌인릉 생태경관보전지역(오리나무림),볼거리가 많아요,4
3207,헌인릉 생태경관보전지역(오리나무림),주차하기 편해요,4
3208,헌인릉 생태경관보전지역(오리나무림),가격이 합리적이에요,4
3209,헌인릉 생태경관보전지역(오리나무림),산책로가 잘 되어있어요,4
3210,헌인릉 생태경관보전지역(오리나무림),사진이 잘 나와요,3
3211,헌인릉 생태경관보전지역(오리나무림),편의시설이 잘 되어있어요,1
3212,헌인릉 생태경관보전지역(오리나무림),관리가 잘 되어있어요,1
3213,헌인릉 생태경관보전지역(오리나무림),피크닉하기 좋아요,1
3214,헌인릉 생태경관보전지역(오리나무림),화장실이 깨끗해요,1
3215,헌인릉 생태경관보전지역(오리나무림),붐비지 않아요,1
3216,헌인릉 생태경관보전지역(오리나무림),뷰가 좋아요,1
3217,은평한옥마을,자연 경관이 좋아요,40
3218,은평한옥마을,관리가 잘 되어있어요,17
3219,은평한옥마을,볼거리가 많아요,16
3220,은평한옥마을,붐비지 않아요,12
3221,은평한옥마을,주차하기 편해요,8
3222,은평한옥마을,뷰가 좋아요,8
3223,은평한옥마을,친절해요,7
3224,은평한옥마을,산책로가 잘 되어있어요,7
3225,은평한옥마을,사진이 잘 나와요,6
3226,은평한옥마을,아이와 가기 좋아요,5
3227,은평한옥마을,체험 프로그램이 다양해요,5
3228,은평한옥마을,화장실이 깨끗해요,4
3229,은평한옥마을,먹거리가 풍부해요,3
3230,은평한옥마을,조용히 쉬기 좋아요,3
3231,은평한옥마을,가격이 합리적이에요,2
3232,은평한옥마을,유익해요,2
3233,은평한옥마을,방문객이 많아요,1
3234,은평한옥마을,근처에 갈 곳이 많아요,1
3235,은평한옥마을,반려동물과 가기 좋아요,1
3236,은평한옥마을,규모가 커요,1
3237,우리유황온천,수질 관리가 잘돼요,200
3238,우리유황온천,시설이 깔끔해요,109
3239,우리유황온천,주차하기 편해요,91
3240,우리유황온천,친절해요,89
3241,우리유황온천,탕 종류가 다양해요,58
3242,우리유황온천,규모가 커요,56
3243,우리유황온천,대중교통이 편해요,43
3244,우리유황온천,가격이 합리적이에요,32
3245,우리유황온천,편의시설이 잘 되어있어요,31
3246,우리유황온천,조용히 쉬기 좋아요,24
3247,우리유황온천,아이와 가기 좋아요,6
3248,우리유황온천,인테리어가 멋져요,4
3249,우리유황온천,노천탕이 잘 되어있어요,4
3250,우리유황온천,비싼 만큼 가치있어요,2
3251,파리공원,산책로가 잘 되어있어요,34
3252,파리공원,관리가 잘 되어있어요,28
3253,파리공원,뷰가 좋아요,18
3254,파리공원,방문객이 많아요,10
3255,파리공원,볼거리가 많아요,8
3256,파리공원,사진이 잘 나와요,8
3257,파리공원,편의시설이 잘 되어있어요,6
3258,파리공원,아이와 가기 좋아요,3
3259,파리공원,주차하기 편해요,3
3260,파리공원,반려동물과 가기 좋아요,3
3261,파리공원,근처에 갈 곳이 많아요,2
3262,파리공원,조용히 쉬기 좋아요,1
3263,파리공원,피크닉하기 좋아요,1
3264,파리공원,가격이 합리적이에요,1
3265,파리공원,체험 프로그램이 다양해요,1
3266,파리공원,규모가 커요,1
3267,파리공원,자연 경관이 좋아요,1
3268,파리공원,트렌디해요,1
3269,파리공원,유익해요,1
3270,한성백제박물관,유익해요,195
3271,한성백제박물관,주차하기 편해요,125
3272,한성백제박물관,전시 구성이 알차요,106
3273,한성백제박물관,아이와 가기 좋아요,69
3274,한성백제박물관,설명이 잘 되어있어요,62
3275,한성백제박물관,전시 테마가 재밌어요,57
3276,한성백제박물관,공간이 넓어요,57
3277,한성백제박물관,체험 프로그램이 다양해요,45
3278,한성백제박물관,가격이 합리적이에요,33
3279,한성백제박물관,사진이 잘 나와요,12
3280,서울생활사박물관,유익해요,19
3281,서울생활사박물관,아이와 가기 좋아요,13
3282,서울생활사박물관,주차하기 편해요,12
3283,서울생활사박물관,전시 구성이 알차요,11
3284,서울생활사박물관,설명이 잘 되어있어요,7
3285,서울생활사박물관,가격이 합리적이에요,7
3286,서울생활사박물관,체험 프로그램이 다양해요,7
3287,서울생활사박물관,전시 테마가 재밌어요,4
3288,서울생활사박물관,공간이 넓어요,4
3289,서울생활사박물관,사진이 잘 나와요,3
3290,강변스파랜드,규모가 커요,311
3291,강변스파랜드,시설이 깔끔해요,222
3292,강변스파랜드,친절해요,145
3293,강변스파랜드,휴게공간이 잘 되어있어요,126
3294,강변스파랜드,놀거리가 많아요,92
3295,강변스파랜드,주차하기 편해요,85
3296,강변스파랜드,부대시설이 잘 되어있어요,80
3297,강변스파랜드,가격이 합리적이에요,72
3298,강변스파랜드,수면실이 잘 되어있어요,57
3299,강변스파랜드,특이한 찜질방이 있어요,52
3300,강변스파랜드,오래 머무르기 좋아요,16
3301,강변스파랜드,탕이 넓어요,10
3302,강변스파랜드,먹거리가 풍부해요,6
3303,강변스파랜드,조용히 쉬기 좋아요,6
3304,강변스파랜드,탕 종류가 다양해요,5
3305,강변스파랜드,수질 관리가 잘돼요,5
3306,강변스파랜드,관리가 잘 되어있어요,4
3307,강변스파랜드,노천탕이 잘 되어있어요,1
3308,강변스파랜드,세신사의 실력이 좋아요,1
3341,광화문광장,볼거리가 많아요,85
3342,광화문광장,뷰가 좋아요,79
3343,광화문광장,방문객이 많아요,70
3344,광화문광장,사진이 잘 나와요,60
3345,광화문광장,관리가 잘 되어있어요,53
3346,광화문광장,산책로가 잘 되어있어요,44
3347,광화문광장,근처에 갈 곳이 많아요,17
3348,광화문광장,아이와 가기 좋아요,16
3349,광화문광장,편의시설이 잘 되어있어요,14
3350,광화문광장,체험 프로그램이 다양해요,14
3351,광화문광장,대중교통이 편해요,13
3352,광화문광장,규모가 커요,13
3353,광화문광장,붐비지 않아요,8
3354,광화문광장,먹거리가 풍부해요,7
3355,광화문광장,자연 경관이 좋아요,6
3356,광화문광장,트렌디해요,4
3357,광화문광장,유익해요,4
3358,광화문광장,컨셉이 독특해요,3
3359,광화문광장,반려동물과 가기 좋아요,3
3360,광화문광장,조용히 쉬기 좋아요,2
3361,광화문광장,주차하기 편해요,1
3362,광화문광장,피크닉하기 좋아요,1
3363,광화문광장,화장실이 깨끗해요,1
3364,서대문안산,뷰가 좋아요,22
3365,서대문안산,사진이 잘 나와요,12
3366,서대문안산,산책로가 잘 되어있어요,8
3367,서대문안산,볼거리가 많아요,6
3368,서대문안산,대중교통이 편해요,6
3369,서대문안산,방문객이 많아요,4
3370,서대문안산,관리가 잘 되어있어요,3
3371,서대문안산,경관이 독특해요,3
3372,서대문안산,편의시설이 잘 되어있어요,2
3373,서대문안산,조용히 쉬기 좋아요,2
3374,서대문안산,화장실이 깨끗해요,2
3375,서대문안산,코스가 길어요,1
3376,서대문안산,아이와 가기 좋아요,1
3377,서대문안산,근처에 갈 곳이 많아요,1
3378,서대문안산,반려동물과 가기 좋아요,1
3379,서대문안산,피크닉하기 좋아요,1
3380,서대문안산,붐비지 않아요,1
3413,서울광장,뷰가 좋아요,26
3414,서울광장,볼거리가 많아요,25
3415,서울광장,관리가 잘 되어있어요,21
3416,서울광장,사진이 잘 나와요,20
3417,서울광장,방문객이 많아요,16
3418,서울광장,산책로가 잘 되어있어요,11
3419,서울광장,근처에 갈 곳이 많아요,9
3420,서울광장,편의시설이 잘 되어있어요,8
3421,서울광장,대중교통이 편해요,7
3422,서울광장,체험 프로그램이 다양해요,6
3423,서울광장,아이와 가기 좋아요,5
3424,서울광장,붐비지 않아요,4
3425,서울광장,가격이 합리적이에요,2
3426,서울광장,규모가 커요,2
3427,서울광장,유익해요,2
3428,서울광장,컨셉이 독특해요,1
3429,서울광장,조용히 쉬기 좋아요,1
3430,서울광장,친절해요,1
3431,서울광장,주차하기 편해요,1
3432,서울광장,피크닉하기 좋아요,1
3433,중랑장미공원,뷰가 좋아요,39
3434,중랑장미공원,산책로가 잘 되어있어요,38
3435,중랑장미공원,사진이 잘 나와요,29
3436,중랑장미공원,관리가 잘 되어있어요,19
3437,중랑장미공원,볼거리가 많아요,12
3438,중랑장미공원,방문객이 많아요,12
3439,중랑장미공원,붐비지 않아요,9
3440,중랑장미공원,대중교통이 편해요,4
3441,중랑장미공원,자연 경관이 좋아요,4
3442,중랑장미공원,반려동물과 가기 좋아요,2
3443,중랑장미공원,피크닉하기 좋아요,1
3444,중랑장미공원,규모가 커요,1
3445,중랑장미공원,트렌디해요,1
3446,양재꽃시장,친절해요,8
3447,양재꽃시장,가성비가 좋아요,3
3448,양재꽃시장,품질이 좋아요,2
3449,양재꽃시장,분위기가 편안해요,1
3450,양재꽃시장,특색 있는 제품이 많아요,1
3451,양재꽃시장,종류가 다양해요,1
3452,여의도공원,뷰가 좋아요,236
3453,여의도공원,관리가 잘 되어있어요,207
3454,여의도공원,산책로가 잘 되어있어요,166
3455,여의도공원,사진이 잘 나와요,100
3456,여의도공원,주차하기 편해요,63
3457,여의도공원,볼거리가 많아요,62
3458,여의도공원,편의시설이 잘 되어있어요,59
3459,여의도공원,가격이 합리적이에요,39
3460,여의도공원,먹거리가 풍부해요,37
3461,여의도공원,붐비지 않아요,20
3462,여의도공원,체험 프로그램이 다양해요,19
3463,여의도공원,방문객이 많아요,16
3464,여의도공원,자연 경관이 좋아요,10
3465,여의도공원,규모가 커요,8
3466,여의도공원,아이와 가기 좋아요,5
3467,여의도공원,반려동물과 가기 좋아요,3
3468,여의도공원,피크닉하기 좋아요,3
3469,여의도공원,대중교통이 편해요,3
3470,여의도공원,근처에 갈 곳이 많아요,2
3471,여의도공원,조용히 쉬기 좋아요,1
3472,여의도공원,화장실이 깨끗해요,1
3504,마포농수산물시장,친절해요,27
3505,마포농수산물시장,볼거리가 많아요,18
3506,마포농수산물시장,주차하기 편해요,18
3507,마포농수산물시장,가성비가 좋아요,10
3508,마포농수산물시장,품질이 좋아요,9
3509,마포농수산물시장,종류가 다양해요,9
3510,마포농수산물시장,시설이 깔끔해요,7
3511,마포농수산물시장,먹거리가 풍부해요,6
3512,마포농수산물시장,특색 있는 제품이 많아요,5
3513,마포농수산물시장,편의시설이 잘 되어있어요,4
3514,마포농수산물시장,분위기가 편안해요,4
3515,마포농수산물시장,매장이 넓어요,4
3516,마포농수산물시장,컨셉이 독특해요,2
3517,마포농수산물시장,야시장이 잘 되어있어요,2
3518,마포농수산물시장,비싼 만큼 가치있어요,2
3519,마포농수산물시장,규모가 커요,1
3520,마포농수산물시장,트렌디해요,1
3552,이새,독특한 디자인이 많아요,10
3553,이새,품질이 좋아요,9
3554,이새,친절해요,7
3555,이새,종류가 다양해요,7
3556,이새,매장이 넓어요,6
3557,이새,스타일 추천을 잘해줘요,5
3558,이새,분위기가 편안해요,4
3559,이새,A/S가 세심해요,1
3560,이새,가성비가 좋아요,1
3595,서울 평화시장,가성비가 좋아요,4
3596,서울 평화시장,종류가 다양해요,4
3597,서울 평화시장,친절해요,2
3598,서울 평화시장,주차하기 편해요,1
3599,서울 평화시장,품질이 좋아요,1
3687,광장시장 한복매장,친절해요,13
3688,광장시장 한복매장,품질이 좋아요,11
3689,광장시장 한복매장,분위기가 편안해요,7
3690,광장시장 한복매장,가성비가 좋아요,7
3691,광장시장 한복매장,종류가 다양해요,7
3692,광장시장 한복매장,맞춤 제작을 잘해요,6
3693,광장시장 한복매장,고급스러워요,5
3694,광장시장 한복매장,스타일 추천을 잘해줘요,5
3695,광장시장 한복매장,독특한 디자인이 많아요,1
3696,광장시장 한복매장,선물하기 좋아요,1
3697,창의문,사진이 잘 나와요,10
3698,창의문,산책로가 잘 되어있어요,7
3699,창의문,볼거리가 많아요,3
3700,창의문,관리가 잘 되어있어요,3
3701,창의문,붐비지 않아요,3
3702,창의문,설명이 잘 되어있어요,1
3703,창의문,아이와 가기 좋아요,1
3704,창의문,근처에 갈 곳이 많아요,1
3705,창의문,뷰가 좋아요,1
3706,세종대왕동상,사진이 잘 나와요,24
3707,세종대왕동상,볼거리가 많아요,11
3708,세종대왕동상,관리가 잘 되어있어요,7
3709,세종대왕동상,아이와 가기 좋아요,7
3710,세종대왕동상,산책로가 잘 되어있어요,6
3711,세종대왕동상,붐비지 않아요,6
3712,세종대왕동상,설명이 잘 되어있어요,5
3713,세종대왕동상,근처에 갈 곳이 많아요,5
3714,세종대왕동상,뷰가 좋아요,5
3715,세종대왕동상,야경이 멋져요,3
3716,세종대왕동상,방문객이 많아요,2
3717,세종대왕동상,대중교통이 편해요,2
3718,세종대왕동상,규모가 커요,2
3719,세종대왕동상,체험 프로그램이 다양해요,1
3720,서대문문화체육회관실내수영장,시설이 깔끔해요,46
3721,서대문문화체육회관실내수영장,가격이 합리적이에요,41
3722,서대문문화체육회관실내수영장,샤워실이 잘 되어있어요,33
3723,서대문문화체육회관실내수영장,안전하게 관리해요,20
3724,서대문문화체육회관실내수영장,물이 깨끗해요,19
3725,서대문문화체육회관실내수영장,규모가 커요,17
3726,서대문문화체육회관실내수영장,수심이 다양해요,16
3727,서대문문화체육회관실내수영장,수업이 체계적이에요,6
3728,서대문문화체육회관실내수영장,휴게공간이 잘 되어있어요,6
3729,서대문문화체육회관실내수영장,학생과 소통을 잘해요,4
3730,구로중앙유통단지,친절해요,3
3731,구로중앙유통단지,주차하기 편해요,3
3732,구로중앙유통단지,종류가 다양해요,3
3733,구로중앙유통단지,품질이 좋아요,1
3734,구로중앙유통단지,매장이 넓어요,1
3735,고속터미널 꽃도매상가,볼거리가 많아요,5
3736,고속터미널 꽃도매상가,친절해요,3
3737,고속터미널 꽃도매상가,트렌디해요,2
3738,고속터미널 꽃도매상가,컨셉이 독특해요,1
3739,고속터미널 꽃도매상가,시설이 깔끔해요,1
3740,고속터미널 꽃도매상가,먹거리가 풍부해요,1
3766,강서농산물도매시장,주차하기 편해요,106
3767,강서농산물도매시장,친절해요,73
3768,강서농산물도매시장,볼거리가 많아요,45
3769,강서농산물도매시장,종류가 다양해요,21
3770,강서농산물도매시장,시설이 깔끔해요,19
3771,강서농산물도매시장,가성비가 좋아요,18
3772,강서농산물도매시장,품질이 좋아요,17
3773,강서농산물도매시장,매장이 넓어요,16
3774,강서농산물도매시장,먹거리가 풍부해요,13
3775,강서농산물도매시장,특색 있는 제품이 많아요,13
3776,강서농산물도매시장,편의시설이 잘 되어있어요,10
3777,강서농산물도매시장,컨셉이 독특해요,7
3778,강서농산물도매시장,트렌디해요,5
3779,강서농산물도매시장,분위기가 편안해요,3
3780,강서농산물도매시장,야시장이 잘 되어있어요,3
3781,강서농산물도매시장,비싼 만큼 가치있어요,2
3782,강서농산물도매시장,규모가 커요,2
3783,강서농산물도매시장,방문객이 많아요,1
3784,강서농산물도매시장,붐비지 않아요,1
3785,오금오름공원,뷰가 좋아요,16
3786,오금오름공원,산책로가 잘 되어있어요,14
3787,오금오름공원,관리가 잘 되어있어요,8
3788,오금오름공원,붐비지 않아요,7
3789,오금오름공원,자연 경관이 좋아요,4
3790,오금오름공원,사진이 잘 나와요,3
3791,오금오름공원,볼거리가 많아요,2
3792,오금오름공원,조용히 쉬기 좋아요,2
3793,오금오름공원,편의시설이 잘 되어있어요,1
3794,오금오름공원,아이와 가기 좋아요,1
3795,오금오름공원,반려동물과 가기 좋아요,1
3796,오금오름공원,화장실이 깨끗해요,1
3797,용산공원 반환부지,뷰가 좋아요,8
3798,용산공원 반환부지,산책로가 잘 되어있어요,7
3799,용산공원 반환부지,사진이 잘 나와요,6
3800,용산공원 반환부지,관리가 잘 되어있어요,4
3801,용산공원 반환부지,볼거리가 많아요,3
3802,용산공원 반환부지,컨셉이 독특해요,2
3803,용산공원 반환부지,방문객이 많아요,2
3804,용산공원 반환부지,붐비지 않아요,2
3805,용산공원 반환부지,조용히 쉬기 좋아요,1
3806,용산공원 반환부지,아이와 가기 좋아요,1
3807,약령시장,뷰가 좋아요,8
3808,약령시장,볼거리가 많아요,7
3809,약령시장,관리가 잘 되어있어요,5
3810,약령시장,산책로가 잘 되어있어요,4
3811,약령시장,사진이 잘 나와요,3
3812,약령시장,주차하기 편해요,2
3813,약령시장,가격이 합리적이에요,2
3814,약령시장,먹거리가 풍부해요,1
3815,약령시장,체험 프로그램이 다양해요,1
3816,뚝섬 한강공원 수영장,가격이 합리적이에요,7
3817,뚝섬 한강공원 수영장,수심이 다양해요,5
3818,뚝섬 한강공원 수영장,시설이 깔끔해요,5
3819,뚝섬 한강공원 수영장,규모가 커요,4
3820,뚝섬 한강공원 수영장,야외에서 놀기 좋아요,2
3821,뚝섬 한강공원 수영장,샤워실이 잘 되어있어요,2
3822,뚝섬 한강공원 수영장,물이 깨끗해요,2
3823,뚝섬 한강공원 수영장,안전하게 관리해요,1
3824,뚝섬 한강공원 수영장,아이와 가기 좋아요,1
3844,정릉(신덕왕후),산책로가 잘 되어있어요,12
3845,정릉(신덕왕후),붐비지 않아요,11
3846,정릉(신덕왕후),관리가 잘 되어있어요,9
3847,정릉(신덕왕후),사진이 잘 나와요,8
3848,정릉(신덕왕후),가격이 합리적이에요,6
3849,정릉(신덕왕후),아이와 가기 좋아요,4
3850,정릉(신덕왕후),설명이 잘 되어있어요,3
3851,정릉(신덕왕후),볼거리가 많아요,2
3852,정릉(신덕왕후),주차하기 편해요,2
3853,정릉(신덕왕후),체험 프로그램이 다양해요,2
3854,정릉(신덕왕후),뷰가 좋아요,2
3855,정릉(신덕왕후),대중교통이 편해요,1
3856,정릉(신덕왕후),규모가 커요,1
3857,정릉(신덕왕후),경관이 독특해요,1
3858,양천공원,산책로가 잘 되어있어요,23
3859,양천공원,관리가 잘 되어있어요,12
3860,양천공원,뷰가 좋아요,10
3861,양천공원,방문객이 많아요,6
3862,양천공원,편의시설이 잘 되어있어요,4
3863,양천공원,사진이 잘 나와요,4
